roi_id,source_system,component_id,n_voxels,n_voxels_assigned,centroid_i,centroid_j,centroid_k,map_source,source_path,emotion_generation_n,emotion_generation_mean,emotion_generation_sd,emotion_generation_t,emotion_generation_2logbf,emotion_generation_signed_2logbf,emotion_generation_signed_logbf,emotion_generation_p_gt0,emotion_generation_p_lt0,emotion_generation_p_rope,reappraisal_effect_n,reappraisal_effect_mean,reappraisal_effect_sd,reappraisal_effect_t,reappraisal_effect_2logbf,reappraisal_effect_signed_2logbf,reappraisal_effect_signed_logbf,reappraisal_effect_p_gt0,reappraisal_effect_p_lt0,reappraisal_effect_p_rope,look_neu_base_n,look_neu_base_mean,look_neu_base_sd,look_neu_base_t,look_neu_base_2logbf,look_neu_base_signed_2logbf,look_neu_base_signed_logbf,look_neu_base_p_gt0,look_neu_base_p_lt0,look_neu_base_p_rope,look_neg_base_n,look_neg_base_mean,look_neg_base_sd,look_neg_base_t,look_neg_base_2logbf,look_neg_base_signed_2logbf,look_neg_base_signed_logbf,look_neg_base_p_gt0,look_neg_base_p_lt0,look_neg_base_p_rope,reg_neg_base_n,reg_neg_base_mean,reg_neg_base_sd,reg_neg_base_t,reg_neg_base_2logbf,reg_neg_base_signed_2logbf,reg_neg_base_signed_logbf,reg_neg_base_p_gt0,reg_neg_base_p_lt0,reg_neg_base_p_rope,look_negative_minus_neutral_n,look_negative_minus_neutral_mean,look_negative_minus_neutral_sd,look_negative_minus_neutral_t,look_negative_minus_neutral_2logbf,look_negative_minus_neutral_signed_2logbf,look_negative_minus_neutral_signed_logbf,look_negative_minus_neutral_p_gt0,look_negative_minus_neutral_p_lt0,look_negative_minus_neutral_p_rope,regulate_negative_minus_look_negative_n,regulate_negative_minus_look_negative_mean,regulate_negative_minus_look_negative_sd,regulate_negative_minus_look_negative_t,regulate_negative_minus_look_negative_2logbf,regulate_negative_minus_look_negative_signed_2logbf,regulate_negative_minus_look_negative_signed_logbf,regulate_negative_minus_look_negative_p_gt0,regulate_negative_minus_look_negative_p_lt0,regulate_negative_minus_look_negative_p_rope,look_neutral_base_n,look_neutral_base_mean,look_neutral_base_sd,look_neutral_base_t,look_neutral_base_2logbf,look_neutral_base_signed_2logbf,look_neutral_base_signed_logbf,look_neutral_base_p_gt0,look_neutral_base_p_lt0,look_neutral_base_p_rope,look_negative_base_n,look_negative_base_mean,look_negative_base_sd,look_negative_base_t,look_negative_base_2logbf,look_negative_base_signed_2logbf,look_negative_base_signed_logbf,look_negative_base_p_gt0,look_negative_base_p_lt0,look_negative_base_p_rope,regulate_negative_base_n,regulate_negative_base_mean,regulate_negative_base_sd,regulate_negative_base_t,regulate_negative_base_2logbf,regulate_negative_base_signed_2logbf,regulate_negative_base_signed_logbf,regulate_negative_base_p_gt0,regulate_negative_base_p_lt0,regulate_negative_base_p_rope,p_cluster_1,p_cluster_2,p_cluster_3,p_cluster_4,p_cluster_5,cluster,max_posterior,roi_role_from_route_a_effects
11,reappraisal_only,11,70,70,58.8428571428571,80.2285714285714,29.8,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Reappraisal Only.nii,182,0.0193893349306987,0.285594672444909,0.915900940435512,-4.15898965633745,4.15898965633745,2.07949482816873,0.820140573244513,0.179859426755487,0.925383604644437,182,0.118265135368278,0.219779436451013,7.25947763765959,40.6385671824743,40.6385671824743,20.3192835912372,0.999999999999806,1.94294013374377e-13,1.39278264495579e-05,182,0.393206378204214,0.431911369026935,12.2817884338006,100,100,50,1,5.67309944206116e-35,4.0983912652092e-27,182,0.412595713134913,0.436122287618334,12.7629810345507,100,100,50,1,1.31952404383139e-37,1.69560049428183e-29,182,0.530860848503191,0.447365273164606,16.0086283387404,100,100,50,1,5.5617548550821e-58,5.98473945477326e-48,182,0.0193893349306987,0.285594672444909,0.915900940435512,-4.15898965633745,4.15898965633745,2.07949482816873,0.820140573244513,0.179859426755487,0.925383604644437,182,0.118265135368278,0.219779436451013,7.25947763765959,40.6385671824743,40.6385671824743,20.3192835912372,0.999999999999806,1.94294013374377e-13,1.39278264495579e-05,182,0.393206378204214,0.431911369026935,12.2817884338006,100,100,50,1,5.67309944206116e-35,4.0983912652092e-27,182,0.412595713134913,0.436122287618334,12.7629810345507,100,100,50,1,1.31952404383139e-37,1.69560049428183e-29,182,0.530860848503191,0.447365273164606,16.0086283387404,100,100,50,1,5.5617548550821e-58,5.98473945477326e-48,0.998,0.002,0,0,0,1,0.998,Reappraisal-only-like: regulation/reappraisal engagement with little emotion-generation evidence
12,reappraisal_only,12,50,50,36.84,17.26,25.02,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Reappraisal Only.nii,182,0.0331702999476158,0.237970175102992,1.88045334375748,-1.53454823557455,1.53454823557455,0.767274117787273,0.969976840337177,0.0300231596628236,0.829979856473741,182,0.0798848853802701,0.205109294399938,5.25430125966259,20.3421646806124,20.3421646806124,10.1710823403062,0.999999925706252,7.42937476964191e-08,0.0246706369941765,182,0.145732076663,0.354148904674703,5.55143097960787,23.0699436884228,23.0699436884228,11.5349718442114,0.999999985832971,1.41670292095791e-08,0.000132783492549386,182,0.178902376610615,0.415262071365859,5.81205262583667,25.5500876379222,25.5500876379222,12.7750438189611,0.999999996914428,3.08557163089782e-09,1.40905068224263e-05,182,0.258787261990886,0.455085520638331,7.67159331136134,45.2861115803257,45.2861115803257,22.6430557901628,0.999999999999991,8.4936415236675e-15,3.02019459605888e-10,182,0.0331702999476158,0.237970175102992,1.88045334375748,-1.53454823557455,1.53454823557455,0.767274117787273,0.969976840337177,0.0300231596628236,0.829979856473741,182,0.0798848853802701,0.205109294399938,5.25430125966259,20.3421646806124,20.3421646806124,10.1710823403062,0.999999925706252,7.42937476964191e-08,0.0246706369941765,182,0.145732076663,0.354148904674703,5.55143097960787,23.0699436884228,23.0699436884228,11.5349718442114,0.999999985832971,1.41670292095791e-08,0.000132783492549386,182,0.178902376610615,0.415262071365859,5.81205262583667,25.5500876379222,25.5500876379222,12.7750438189611,0.999999996914428,3.08557163089782e-09,1.40905068224263e-05,182,0.258787261990886,0.455085520638331,7.67159331136134,45.2861115803257,45.2861115803257,22.6430557901628,0.999999999999991,8.4936415236675e-15,3.02019459605888e-10,0.998,0.002,0,0,0,1,0.998,Reappraisal-only-like: regulation/reappraisal engagement with little emotion-generation evidence
13,reappraisal_only,13,70,70,25.6428571428571,22.3285714285714,23.4571428571429,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Reappraisal Only.nii,182,0.0226686111757807,0.222089892945402,1.37699325367583,-3.12575117461165,3.12575117461165,1.56287558730583,0.915742833186232,0.0842571668137684,0.951560967090647,182,0.0704949903714657,0.147939408557125,6.42850626414924,31.7195608614416,31.7195608614416,15.8597804307208,0.999999999935568,6.44319719469101e-11,0.0308143311594983,182,0.270453010426835,0.375843158469837,9.70780099259756,69.914119363547,69.914119363547,34.9570596817735,1,1.39648783010843e-22,1.25557726012671e-15,182,0.293121621602615,0.459504856564274,8.60584347403249,56.2835505294307,56.2835505294307,28.1417752647153,1,3.78787934430001e-18,4.73910580282552e-13,182,0.363616611974081,0.480607614860859,10.2067801967601,76.2653520960826,76.2653520960826,38.1326760480413,1,9.24494376012559e-25,6.64421759595893e-19,182,0.0226686111757807,0.222089892945402,1.37699325367583,-3.12575117461165,3.12575117461165,1.56287558730583,0.915742833186232,0.0842571668137684,0.951560967090647,182,0.0704949903714657,0.147939408557125,6.42850626414924,31.7195608614416,31.7195608614416,15.8597804307208,0.999999999935568,6.44319719469101e-11,0.0308143311594983,182,0.270453010426835,0.375843158469837,9.70780099259756,69.914119363547,69.914119363547,34.9570596817735,1,1.39648783010843e-22,1.25557726012671e-15,182,0.293121621602615,0.459504856564274,8.60584347403249,56.2835505294307,56.2835505294307,28.1417752647153,1,3.78787934430001e-18,4.73910580282552e-13,182,0.363616611974081,0.480607614860859,10.2067801967601,76.2653520960826,76.2653520960826,38.1326760480413,1,9.24494376012559e-25,6.64421759595893e-19,0.998,0.002,0,0,0,1,0.998,Reappraisal-only-like: regulation/reappraisal engagement with little emotion-generation evidence
14,reappraisal_only,14,141,141,66.7446808510638,54.4468085106383,18.3971631205674,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Reappraisal Only.nii,182,0.00333567651615423,0.0899268713889476,0.500414790153631,-4.73665417209576,4.73665417209576,2.36832708604788,0.691608479358563,0.308391520641437,0.999999999998724,182,0.0493129404337477,0.0886345790184284,7.5057381129397,43.3993007370718,43.3993007370718,21.6996503685359,0.999999999999969,3.05417140674395e-14,0.541643380368999,182,0.0513641197695518,0.160665015133355,4.31294802668949,12.4635011265131,12.4635011265131,6.23175056325654,0.999991945400116,8.05459988370107e-06,0.45440385598202,182,0.054699796285706,0.178735673306443,4.12866991128018,11.0672047257353,11.0672047257353,5.53360236286765,0.999981756611772,1.82433882283329e-05,0.361394233176462,182,0.104012736719454,0.198511239055674,7.06866039923391,38.5345562268627,38.5345562268627,19.2672781134313,0.999999999999218,7.82182300186997e-13,0.000120952017489185,182,0.00333567651615423,0.0899268713889476,0.500414790153631,-4.73665417209576,4.73665417209576,2.36832708604788,0.691608479358563,0.308391520641437,0.999999999998724,182,0.0493129404337477,0.0886345790184284,7.5057381129397,43.3993007370718,43.3993007370718,21.6996503685359,0.999999999999969,3.05417140674395e-14,0.541643380368999,182,0.0513641197695518,0.160665015133355,4.31294802668949,12.4635011265131,12.4635011265131,6.23175056325654,0.999991945400116,8.05459988370107e-06,0.45440385598202,182,0.054699796285706,0.178735673306443,4.12866991128018,11.0672047257353,11.0672047257353,5.53360236286765,0.999981756611772,1.82433882283329e-05,0.361394233176462,182,0.104012736719454,0.198511239055674,7.06866039923391,38.5345562268627,38.5345562268627,19.2672781134313,0.999999999999218,7.82182300186997e-13,0.000120952017489185,0.998,0.002,0,0,0,1,0.998,Reappraisal-only-like: regulation/reappraisal engagement with little emotion-generation evidence
15,reappraisal_only,15,41,41,61.5853658536585,22.7560975609756,21.9512195121951,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Reappraisal Only.nii,182,0.0140391786010983,0.230545930648065,0.821523388325963,-4.31977053679401,4.31977053679401,2.15988526839701,0.794325896210495,0.205674103789505,0.982234538035985,182,0.0645697680406348,0.157719622677353,5.52305274618218,22.8047492242372,22.8047492242372,11.4023746121186,0.999999983342017,1.66579832007446e-08,0.106337666832721,182,0.0876250946315624,0.287080514955601,4.11775475535358,10.9860810425982,10.9860810425982,5.49304052129908,0.999980870924646,1.91290753541342e-05,0.0385211565947815,182,0.101664273232661,0.371783581986007,3.68904410036634,7.94357265606565,7.94357265606565,3.97178632803282,0.999887450898746,0.000112549101254505,0.0304157870297526,182,0.166234041273296,0.376822668872814,5.95139308259199,26.9082715169044,26.9082715169044,13.4541357584522,0.999999998670652,1.32934839928656e-09,1.58200717394686e-05,182,0.0140391786010983,0.230545930648065,0.821523388325963,-4.31977053679401,4.31977053679401,2.15988526839701,0.794325896210495,0.205674103789505,0.982234538035985,182,0.0645697680406348,0.157719622677353,5.52305274618218,22.8047492242372,22.8047492242372,11.4023746121186,0.999999983342017,1.66579832007446e-08,0.106337666832721,182,0.0876250946315624,0.287080514955601,4.11775475535358,10.9860810425982,10.9860810425982,5.49304052129908,0.999980870924646,1.91290753541342e-05,0.0385211565947815,182,0.101664273232661,0.371783581986007,3.68904410036634,7.94357265606565,7.94357265606565,3.97178632803282,0.999887450898746,0.000112549101254505,0.0304157870297526,182,0.166234041273296,0.376822668872814,5.95139308259199,26.9082715169044,26.9082715169044,13.4541357584522,0.999999998670652,1.32934839928656e-09,1.58200717394686e-05,0.998,0.002,0,0,0,1,0.998,Reappraisal-only-like: regulation/reappraisal engagement with little emotion-generation evidence
16,reappraisal_only,16,108,108,13.5740740740741,56.3518518518519,17.787037037037,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Reappraisal Only.nii,182,-0.00210688580362668,0.137903015540497,-0.20611183403803,-4.94121358808121,-4.94121358808121,-2.47060679404061,0.418351777505324,0.581648222494676,0.999998429986622,182,0.0553164848777388,0.117059089478169,6.37507248461251,31.1687992775023,31.1687992775023,15.5843996387512,0.999999999908562,9.14382188795543e-11,0.27003397682576,182,0.0128993531555533,0.217142353295849,0.801417989239162,-4.35178205799309,4.35178205799309,2.17589102899655,0.788555147879263,0.211444852120737,0.989370405281106,182,0.0107924673519267,0.205416540760277,0.708795621646199,-4.4890748889282,4.4890748889282,2.2445374444641,0.76077434239784,0.23922565760216,0.994954672918585,182,0.0661089522296654,0.241038206430213,3.70007119750485,8.01825425786606,8.01825425786606,4.00912712893303,0.999892230505835,0.000107769494165198,0.183632931724191,182,-0.00210688580362668,0.137903015540497,-0.20611183403803,-4.94121358808121,-4.94121358808121,-2.47060679404061,0.418351777505324,0.581648222494676,0.999998429986622,182,0.0553164848777388,0.117059089478169,6.37507248461251,31.1687992775023,31.1687992775023,15.5843996387512,0.999999999908562,9.14382188795543e-11,0.27003397682576,182,0.0128993531555533,0.217142353295849,0.801417989239162,-4.35178205799309,4.35178205799309,2.17589102899655,0.788555147879263,0.211444852120737,0.989370405281106,182,0.0107924673519267,0.205416540760277,0.708795621646199,-4.4890748889282,4.4890748889282,2.2445374444641,0.76077434239784,0.23922565760216,0.994954672918585,182,0.0661089522296654,0.241038206430213,3.70007119750485,8.01825425786606,8.01825425786606,4.00912712893303,0.999892230505835,0.000107769494165198,0.183632931724191,0.998,0.002,0,0,0,1,0.998,Reappraisal-only-like: regulation/reappraisal engagement with little emotion-generation evidence
17,common_appraisal,1,6365,6353,47.496465043205,67.3857030636292,59.9674783974863,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Common Appraisal.nii,182,0.248346069794929,0.195743735616562,17.1161117463624,100,100,50,1,5.62731235790685e-66,7.66012235846719e-43,182,0.145528564287589,0.139999778606814,14.0235055247598,100,100,50,1,5.5972773237176e-45,1.70236413857272e-20,182,0.17513115261587,0.213370158845775,11.0730030472292,87.4854692865059,87.4854692865059,43.742734643253,1,8.48097188410953e-29,1.26992540447547e-15,182,0.4234772224108,0.262333639413449,21.7776876969506,100,100,50,1,1.88829075879084e-105,1.63610946568253e-82,182,0.569005786698388,0.270145012265048,28.4155079375549,100,100,50,1,6.50448946725709e-178,2.05695304936737e-148,182,0.248346069794929,0.195743735616562,17.1161117463624,100,100,50,1,5.62731235790685e-66,7.66012235846719e-43,182,0.145528564287589,0.139999778606814,14.0235055247598,100,100,50,1,5.5972773237176e-45,1.70236413857272e-20,182,0.17513115261587,0.213370158845775,11.0730030472292,87.4854692865059,87.4854692865059,43.742734643253,1,8.48097188410953e-29,1.26992540447547e-15,182,0.4234772224108,0.262333639413449,21.7776876969506,100,100,50,1,1.88829075879084e-105,1.63610946568253e-82,182,0.569005786698388,0.270145012265048,28.4155079375549,100,100,50,1,6.50448946725709e-178,2.05695304936737e-148,0.998,0.002,0,0,0,1,0.998,Common-appraisal-like: shared positive emotion-generation and reappraisal response
18,common_appraisal,2,1834,1834,18.5888767720829,65.6324972737187,57.3331515812432,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Common Appraisal.nii,182,0.27936017925365,0.20429342762015,18.4478517387053,100,100,50,1,2.71297716481435e-76,4.02310748793494e-52,182,0.103911261505315,0.1483982429403,9.4464700595986,66.6280372168401,66.6280372168401,33.3140186084201,1,1.75224984124076e-21,4.76702985517824e-07,182,0.13454372125364,0.238390283538238,7.61395979430662,44.6280230596816,44.6280230596816,22.3140115298408,0.999999999999987,1.32911759304109e-14,8.57446213514242e-07,182,0.413903900507289,0.28222233104821,19.785354608201,100,100,50,1,1.99043985679779e-87,4.48062754064017e-68,182,0.517815162012605,0.287271486397586,24.3174446046701,100,100,50,1,6.40945748224429e-131,2.82780229374254e-107,182,0.27936017925365,0.20429342762015,18.4478517387053,100,100,50,1,2.71297716481435e-76,4.02310748793494e-52,182,0.103911261505315,0.1483982429403,9.4464700595986,66.6280372168401,66.6280372168401,33.3140186084201,1,1.75224984124076e-21,4.76702985517824e-07,182,0.13454372125364,0.238390283538238,7.61395979430662,44.6280230596816,44.6280230596816,22.3140115298408,0.999999999999987,1.32911759304109e-14,8.57446213514242e-07,182,0.413903900507289,0.28222233104821,19.785354608201,100,100,50,1,1.99043985679779e-87,4.48062754064017e-68,182,0.517815162012605,0.287271486397586,24.3174446046701,100,100,50,1,6.40945748224429e-131,2.82780229374254e-107,0.998,0.002,0,0,0,1,0.998,Common-appraisal-like: shared positive emotion-generation and reappraisal response
19,common_appraisal,3,339,338,18.353982300885,30.1356932153392,62.2802359882006,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Common Appraisal.nii,182,0.160586669775485,0.379331204786995,5.71119009128445,24.5808111806496,24.5808111806496,12.2904055903248,0.999999994390558,5.60944232931561e-09,4.19525108488384e-05,182,0.151456192450726,0.29525741156129,6.92025217546477,36.9203707275749,36.9203707275749,18.4601853637875,0.999999999997746,2.25420185131768e-12,1.77883023137946e-06,182,0.0709139790079455,0.448676987850953,2.13222854361887,-0.561221831983349,0.561221831983349,0.280610915991674,0.983505968483053,0.0164940315169474,0.264589003278879,182,0.231500648783431,0.460900087317321,6.77612043129212,35.3719877319802,35.3719877319802,17.6859938659901,0.999999999993828,6.1722894941872e-12,5.40361610584445e-08,182,0.382956841234157,0.510776892731148,10.1147297707802,75.0867134562386,75.0867134562386,37.5433567281193,1,2.37663451461711e-24,7.20866178364875e-19,182,0.160586669775485,0.379331204786995,5.71119009128445,24.5808111806496,24.5808111806496,12.2904055903248,0.999999994390558,5.60944232931561e-09,4.19525108488384e-05,182,0.151456192450726,0.29525741156129,6.92025217546477,36.9203707275749,36.9203707275749,18.4601853637875,0.999999999997746,2.25420185131768e-12,1.77883023137946e-06,182,0.0709139790079455,0.448676987850953,2.13222854361887,-0.561221831983349,0.561221831983349,0.280610915991674,0.983505968483053,0.0164940315169474,0.264589003278879,182,0.231500648783431,0.460900087317321,6.77612043129212,35.3719877319802,35.3719877319802,17.6859938659901,0.999999999993828,6.1722894941872e-12,5.40361610584445e-08,182,0.382956841234157,0.510776892731148,10.1147297707802,75.0867134562386,75.0867134562386,37.5433567281193,1,2.37663451461711e-24,7.20866178364875e-19,0.998,0.002,0,0,0,1,0.998,Common-appraisal-like: shared positive emotion-generation and reappraisal response
20,common_appraisal,4,831,825,59.1756919374248,27.6546329723225,59.5631768953069,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Common Appraisal.nii,182,0.169026818658809,0.330770673039722,6.89388944527185,36.6357216712559,36.6357216712559,18.317860835628,0.999999999997286,2.71436100684078e-12,6.03147497351236e-07,182,0.224289548199169,0.264636977458208,11.4338950738988,92.2163499686422,92.2163499686422,46.1081749843211,1,1.41558899204991e-30,3.1965805773023e-19,182,0.108535835371107,0.400426786039649,3.65666963911045,7.72542639991761,7.72542639991761,3.86271319995881,0.999872243330889,0.000127756669111299,0.0242976349230379,182,0.277562654029916,0.46358727020123,8.077281589821,49.9884225900206,49.9884225900206,24.9942112950103,1,3.31132493698474e-16,1.76893146215809e-11,182,0.501852202229085,0.481699159323248,14.0551550169083,100,100,50,1,3.58124528070232e-45,5.26036042056127e-37,182,0.169026818658809,0.330770673039722,6.89388944527185,36.6357216712559,36.6357216712559,18.317860835628,0.999999999997286,2.71436100684078e-12,6.03147497351236e-07,182,0.224289548199169,0.264636977458208,11.4338950738988,92.2163499686422,92.2163499686422,46.1081749843211,1,1.41558899204991e-30,3.1965805773023e-19,182,0.108535835371107,0.400426786039649,3.65666963911045,7.72542639991761,7.72542639991761,3.86271319995881,0.999872243330889,0.000127756669111299,0.0242976349230379,182,0.277562654029916,0.46358727020123,8.077281589821,49.9884225900206,49.9884225900206,24.9942112950103,1,3.31132493698474e-16,1.76893146215809e-11,182,0.501852202229085,0.481699159323248,14.0551550169083,100,100,50,1,3.58124528070232e-45,5.26036042056127e-37,0.998,0.002,0,0,0,1,0.998,Common-appraisal-like: shared positive emotion-generation and reappraisal response
21,common_appraisal,5,469,469,40.6140724946695,25.7356076759062,56.6652452025586,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Common Appraisal.nii,182,0.387031017982399,0.409961234175116,12.7361649277326,100,100,50,1,1.86124047630176e-37,6.95213343992752e-29,182,0.116419786209525,0.315254014253404,4.98197869625802,17.9400405251607,17.9400405251607,8.97002026258036,0.999999685313174,3.14686826459762e-07,0.00223934538918174,182,-0.214931931515627,0.476212477052764,-6.08885827599727,28.2694287537678,-28.2694287537678,-14.1347143768839,5.68593642060483e-10,0.999999999431406,1.48852932313481e-06,182,0.172099086466773,0.48178175621658,4.81907747737857,16.5496968711259,16.5496968711259,8.27484843556296,0.999999278882287,7.21117713078631e-07,0.000314270589756506,182,0.288518872676298,0.513818233358674,7.57530998437424,44.1881445292259,44.1881445292259,22.094072264613,0.999999999999982,1.79135568335925e-14,1.894060597889e-10,182,0.387031017982399,0.409961234175116,12.7361649277326,100,100,50,1,1.86124047630176e-37,6.95213343992752e-29,182,0.116419786209525,0.315254014253404,4.98197869625802,17.9400405251607,17.9400405251607,8.97002026258036,0.999999685313174,3.14686826459762e-07,0.00223934538918174,182,-0.214931931515627,0.476212477052764,-6.08885827599727,28.2694287537678,-28.2694287537678,-14.1347143768839,5.68593642060483e-10,0.999999999431406,1.48852932313481e-06,182,0.172099086466773,0.48178175621658,4.81907747737857,16.5496968711259,16.5496968711259,8.27484843556296,0.999999278882287,7.21117713078631e-07,0.000314270589756506,182,0.288518872676298,0.513818233358674,7.57530998437424,44.1881445292259,44.1881445292259,22.094072264613,0.999999999999982,1.79135568335925e-14,1.894060597889e-10,0.998,0.002,0,0,0,1,0.998,Common-appraisal-like: shared positive emotion-generation and reappraisal response
22,common_appraisal,6,183,183,15.8196721311475,29.3606557377049,48.3551912568306,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Common Appraisal.nii,182,0.299654842548021,0.314427941600824,12.8568880354124,100,100,50,1,3.93405057231048e-38,4.4895631102391e-27,182,0.0826744938046373,0.211410459220072,5.27570822752143,20.5350241487423,20.5350241487423,10.2675120743712,0.999999933877823,6.6122176893317e-08,0.0185320284151527,182,-0.113247921245211,0.396999477749144,-3.84836270758547,9.04111370814277,-9.04111370814277,-4.52055685407139,5.94549538903245e-05,0.99994054504611,0.0158062836068011,182,0.18640692130281,0.432874412533318,5.80946062519391,25.5250318996221,25.5250318996221,12.762515949811,0.999999996866278,3.1337215867703e-09,1.0632037070965e-05,182,0.269081415107447,0.483412439449276,7.50933666186423,43.4400088216707,43.4400088216707,21.7200044108353,0.99999999999997,2.97138577500844e-14,4.85908351719883e-10,182,0.299654842548021,0.314427941600824,12.8568880354124,100,100,50,1,3.93405057231048e-38,4.4895631102391e-27,182,0.0826744938046373,0.211410459220072,5.27570822752143,20.5350241487423,20.5350241487423,10.2675120743712,0.999999933877823,6.6122176893317e-08,0.0185320284151527,182,-0.113247921245211,0.396999477749144,-3.84836270758547,9.04111370814277,-9.04111370814277,-4.52055685407139,5.94549538903245e-05,0.99994054504611,0.0158062836068011,182,0.18640692130281,0.432874412533318,5.80946062519391,25.5250318996221,25.5250318996221,12.762515949811,0.999999996866278,3.1337215867703e-09,1.0632037070965e-05,182,0.269081415107447,0.483412439449276,7.50933666186423,43.4400088216707,43.4400088216707,21.7200044108353,0.99999999999997,2.97138577500844e-14,4.85908351719883e-10,0.998,0.002,0,0,0,1,0.998,Common-appraisal-like: shared positive emotion-generation and reappraisal response
23,common_appraisal,7,89,89,31.9325842696629,87.1348314606742,46.3932584269663,downloaded_original_system_maps,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/data/raw/system_maps/Common Appraisal.nii,182,0.134293419113434,0.330657941298979,5.47912826956823,22.3961946360987,22.3961946360987,11.1980973180493,0.999999978628679,2.13713213363325e-08,0.0002917779758457,182,0.100565732349197,0.224714174572603,6.03747362870036,27.7581913321698,27.7581913321698,13.8790956660849,0.999999999217271,7.82728678718564e-10,0.00119981557644441,182,0.00372670435574178,0.398759332603453,0.126081037679595,-4.96738458059426,4.96738458059426,2.48369229029713,0.550166111290622,0.449833888709378,0.906710773189099,182,0.138020123469176,0.459523702844728,4.0520070077793,10.5012155610225,10.5012155610225,5.25060778051126,0.999974609928131,2.53900718688711e-05,0.00488162061360229,182,0.238585855818373,0.546921608247238,5.88511976599353,26.2595507443224,26.2595507443224,13.1297753721612,0.999999998011171,1.98882923609765e-09,1.64536172753614e-06,182,0.134293419113434,0.330657941298979,5.47912826956823,22.3961946360987,22.3961946360987,11.1980973180493,0.999999978628679,2.13713213363325e-08,0.0002917779758457,182,0.100565732349197,0.224714174572603,6.03747362870036,27.7581913321698,27.7581913321698,13.8790956660849,0.999999999217271,7.82728678718564e-10,0.00119981557644441,182,0.00372670435574178,0.398759332603453,0.126081037679595,-4.96738458059426,4.96738458059426,2.48369229029713,0.550166111290622,0.449833888709378,0.906710773189099,182,0.138020123469176,0.459523702844728,4.0520070077793,10.5012155610225,10.5012155610225,5.25060778051126,0.999974609928131,2.53900718688711e-05,0.00488162061360229,182,0.238585855818373,0.546921608247238,5.88511976599353,26.2595507443224,26.2595507443224,13.1297753721612,0.999999998011171,1.98882923609765e-09,1.64536172753614e-06,0.998,0.002,0,0,0,1,0.998,Common-appraisal-like: shared positive emotion-generation and reappraisal response
