k,model_family,kept_draws,mean_loglik,n_roi_units,n_subject_feature_rows,n_parameters_approx,aic_approx,bic_approx,bic_roi_approx,mean_membership_entropy,n_pointwise_units,elpd_waic,p_waic,waic,elpd_loo,p_loo,looic,pareto_k_max,pareto_k_bad,loo_method,requested_K,occupied_K,effective_K,terminal_cluster_count,empty_cluster_count,minimum_cluster_size,maximum_cluster_size,mean_max_posterior,mean_max_posterior_probability,stable_080_fraction,stable_090_fraction,uncertain_060_fraction,interpretable_cluster_fraction,cluster_size_balance,effect_strength_score,mean_coclustering_entropy,coclustering_sharpness,confident_pair_fraction,delta_bic,delta_aic,delta_waic,delta_looic,model_performance_score,assignment_stability_score,coclustering_score,interpretability_score,overall_score,overall_recommended_K,is_lowest_bic
5,Bayesian hierarchical ROI mixture clustering,2000,-9736.16657365114,61,11102,74,19620.3331473023,20161.6343080948,19776.5378132511,0.0400686599205773,61,-10024.9317847747,478.718437379668,20049.8635695495,-9938.70211050934,392.488763114289,19877.4042210187,3.43434758427932,26,psis_loo,5,2,2,2,3,3,58,0.988754098360656,0.988754098360656,1,0.950819672131147,0,1,0.0517241379310345,1,-1.11022302462516e-15,1,1,427.366301150909,98.1966763446544,22.0460881227518,16.5842782603977,0.1875,0.989277624796851,1,0.707758620689655,0.628483199302661,FALSE,FALSE
