iteration,loglik
184,-10316.1449224455
185,-10232.9636196936
186,-10259.9632741334
187,-10305.8101008384
188,-10352.8686029186
189,-10397.4626370913
190,-10327.1805183508
191,-10308.0753169009
192,-10450.2390820345
193,-10256.3249606297
194,-10259.1032253173
195,-10250.5350852361
196,-10291.6782278839
197,-10332.3020139984
198,-10324.3536175189
199,-10289.1088309334
200,-10199.5820754468
201,-10359.4768974444
202,-10320.7199205558
203,-10338.1447473757
204,-10330.1675983958
205,-10515.5604292676
206,-10281.3581975606
207,-10216.391368234
208,-10339.9948953
209,-10373.2613835488
210,-10289.2177511974
211,-10348.6503333587
212,-10432.3877234856
213,-10284.3894472982
214,-10261.6261041384
215,-10311.8132186013
216,-10307.9999807519
217,-10411.5923076034
218,-10262.2067521985
219,-10370.7626400674
220,-10372.760682921
221,-10331.5159638359
222,-10375.643176166
223,-10281.5119744323
224,-10232.1719681031
225,-10279.2497172844
226,-10357.7913948724
227,-10328.3214121637
228,-10279.6794560864
229,-10135.0219753677
230,-10268.8956968115
231,-10355.5746035557
232,-10381.2303155819
233,-10384.717627657
234,-10355.2029383721
235,-10279.8689971771
236,-10402.1870701647
237,-10246.5809134873
238,-10382.8899752611
239,-10318.7325313787
240,-10310.7454680098
241,-10361.6467070355
242,-10273.6064259269
243,-10378.6726427942
244,-10227.3389144836
245,-10392.5702406096
246,-10311.7769928905
247,-10403.3595747342
248,-10276.6341262702
249,-10312.0328809682
250,-10248.5743859949
251,-10242.3235513755
252,-10283.7027733241
253,-10304.0518700302
254,-10298.7458435036
255,-10301.5718408988
256,-10321.272006619
257,-10420.2197803936
258,-10154.0492269987
259,-10429.4224085472
260,-10296.6156670364
261,-10339.723384375
262,-10333.961637522
263,-10240.4409944124
264,-10249.5781467586
265,-10257.3547873381
266,-10360.1830650388
267,-10266.5524514522
268,-10261.9695952584
269,-10241.4002036291
270,-10215.3408640328
271,-10299.4407296174
272,-10356.3666423068
273,-10195.0764181562
274,-10179.1419766622
275,-10290.9281269984
276,-10329.7581818174
277,-10270.7789502279
278,-10301.6472666558
279,-10276.4090859131
280,-10326.0262295489
281,-10130.959612611
282,-10325.2467992536
283,-10331.1997261335
284,-10281.8400229127
285,-10287.8038347711
286,-10276.8762294388
287,-10285.1979758852
288,-10077.5042259254
289,-10247.2157491062
290,-10438.4305793436
291,-10399.3636115629
292,-10316.3854587095
293,-10228.9485738961
294,-10359.4853328776
295,-10315.3309622126
296,-10306.5770273396
297,-10336.4760882266
298,-10196.1348569098
299,-10332.2777665048
300,-10323.131992922
301,-10286.3991121732
302,-10310.5928950205
303,-10322.691511594
304,-10301.5574159115
305,-10386.9203372469
306,-10317.1375078092
307,-10341.8780252649
308,-10229.9546516084
309,-10326.0455377088
310,-10215.016348739
311,-10414.5930071416
312,-10189.4140038999
313,-10248.1409392365
314,-10379.0557532207
315,-10231.2218940307
316,-10419.8171334064
317,-10285.2227484398
318,-10213.3277943341
319,-10362.5441055103
320,-10276.5678060837
321,-10235.4468050787
322,-10252.0683634342
323,-10389.2658168129
324,-10388.2259015784
325,-10437.1391626631
326,-10245.9011415931
327,-10431.8705389792
328,-10258.0178852817
329,-10266.3348149914
330,-10318.108969304
331,-10336.3925013723
332,-10270.384157403
333,-10286.540473786
334,-10349.4085723864
335,-10439.5502806506
336,-10421.9792773079
337,-10402.1374305072
338,-10309.1828112187
339,-10331.5401151652
340,-10361.3497441378
341,-10372.5342940995
342,-10164.3371664856
343,-10307.3849516962
344,-10261.5075296722
345,-10318.4279604789
346,-10325.6977493689
347,-10281.5934206002
348,-10399.6304873655
349,-10238.5901276307
350,-10388.8922250842
351,-10310.2058910992
352,-10395.13689145
353,-10373.6884195265
354,-10411.3711442846
355,-10307.1403038466
356,-10400.6955508973
357,-10348.5090779275
358,-10419.0743288087
359,-10179.3950370172
360,-10250.6666627887
361,-10313.8668640385
362,-10220.6602349974
363,-10373.6906524755
364,-10374.1961150331
365,-10247.5185454056
366,-10276.9157908859
367,-10178.0893225632
368,-10387.21982813
369,-10316.4488869607
370,-10308.1056086438
371,-10357.9480566689
372,-10271.1239776874
373,-10355.148765958
374,-10356.0633251768
375,-10272.4870302631
376,-10365.9830565317
377,-10237.6115806759
378,-10354.5650921813
379,-10243.0714794362
380,-10394.9814647395
381,-10238.1297760521
382,-10411.0012633115
383,-10333.6460964273
384,-10231.4152980061
385,-10381.9018863322
386,-10321.5343348645
387,-10294.4819811557
388,-10411.3066805421
389,-10327.8538524491
390,-10252.3857381422
391,-10365.1727743241
392,-10457.193519656
393,-10228.1252819198
394,-10269.7976002789
395,-10413.8495381892
396,-10327.4565862033
397,-10245.9867730175
398,-10259.5346949399
399,-10467.1250221417
400,-10475.0386655514
401,-10362.9231659724
402,-10271.0720983793
403,-10374.4475925754
404,-10313.7941152356
405,-10487.7800441526
406,-10372.2443761634
407,-10261.1405631624
408,-10246.9022695904
409,-10298.1977732331
410,-10302.6165125726
411,-10482.3361172837
412,-10405.4912674679
413,-10311.6009386339
414,-10293.8802890448
415,-10356.8258382705
416,-10346.82340924
417,-10226.0528191208
418,-10155.9759735981
419,-10230.5845722382
420,-10275.8762642117
421,-10369.0991667565
422,-10254.2650678865
423,-10358.4522193593
424,-10301.7900889748
425,-10412.2294770243
426,-10387.1695577245
427,-10342.2825907667
428,-10272.6492323675
429,-10388.6212472337
430,-10423.7992756758
431,-10383.8518466261
432,-10365.8280766358
433,-10273.1258382857
434,-10307.9498041702
435,-10234.8808550355
436,-10380.9872258497
437,-10357.3441078961
438,-10417.4570824856
439,-10281.8784882673
440,-10272.5551323378
441,-10365.9033507489
442,-10249.658905095
443,-10304.2145442396
444,-10205.8373166507
445,-10319.4013602682
446,-10260.9324749604
447,-10431.9080960602
448,-10328.6790434671
449,-10390.946233756
450,-10353.8655636119
451,-10217.11408003
452,-10245.7466172541
453,-10390.1844109272
454,-10346.3701777705
455,-10349.665651372
456,-10309.3721873986
457,-10407.3446536397
458,-10314.4824454454
459,-10282.9329486612
460,-10428.2366281062
461,-10315.6076854212
462,-10315.3233105097
463,-10203.1906914672
464,-10426.0776874279
465,-10398.3876137436
466,-10383.2385555641
467,-10330.4799376951
468,-10381.2931729047
469,-10393.9746313133
470,-10356.444078858
471,-10267.7923756454
472,-10412.6380463143
473,-10248.2386268241
474,-10412.4313318894
475,-10318.0302433669
476,-10260.0771371934
477,-10264.5692813264
478,-10278.4553299463
479,-10256.1903325999
480,-10296.2582176157
481,-10106.2681693721
482,-10260.3962008782
483,-10337.7769876937
484,-10215.2575539998
485,-10296.83449391
486,-10273.7005143631
487,-10181.4165216149
488,-10260.509153989
489,-10299.666063696
490,-10310.3525847109
491,-10408.8011180873
492,-10278.5072209925
493,-10229.2254913218
494,-10292.3004908605
495,-10273.5803389976
496,-10196.495239677
497,-10437.7248977463
498,-10379.7277114576
499,-10324.3472753381
500,-10243.4650014372
501,-10364.0744785005
502,-10360.0583061646
503,-10408.6495377141
504,-10343.884667672
505,-10269.1097593601
506,-10301.6468778734
507,-10228.8022034242
508,-10251.2080721224
509,-10337.2254890382
510,-10285.5010067246
511,-10287.2335546517
512,-10297.5980522118
513,-10448.2233657906
514,-10317.6896056734
515,-10421.7359287901
516,-10323.6057135264
517,-10370.4897861149
518,-10365.8893632903
519,-10299.7103606292
520,-10345.7114178847
521,-10294.0267746735
522,-10340.5170604712
523,-10357.2521794769
524,-10352.1219291033
525,-10215.6043688556
526,-10274.4137907264
527,-10441.0080096101
528,-10458.1316154245
529,-10261.2767676011
530,-10486.4404315803
531,-10379.0346727748
532,-10441.2598173811
533,-10320.0797617129
534,-10307.619439125
535,-10212.8248575369
536,-10415.4780389951
537,-10350.5645367669
538,-10229.0009404533
539,-10373.5776596665
540,-10364.1071599149
541,-10281.8538389569
542,-10306.7127333805
543,-10430.3494601014
544,-10330.3338680465
545,-10212.0924968781
546,-10437.5625263503
547,-10317.7501597356
548,-10468.3445109016
549,-10372.8657130415
550,-10226.0726306386
551,-10348.6682298742
552,-10331.1397856267
553,-10282.1416754019
554,-10242.270152051
555,-10244.5500255933
556,-10224.4799340877
557,-10295.5868257942
558,-10264.061001271
559,-10374.2342670924
560,-10282.0506811468
561,-10322.952660333
562,-10376.125318336
563,-10235.1170359156
564,-10356.2426213804
565,-10170.8686239098
566,-10256.6366053738
567,-10215.6797453791
568,-10304.9465765558
569,-10208.3380263461
570,-10361.6646141865
571,-10360.266651503
572,-10233.193688609
573,-10303.9188334011
574,-10162.318257353
575,-10446.2836957336
576,-10519.6550921875
577,-10230.7634624991
578,-10304.5325256525
579,-10153.4739958891
580,-10288.3003035017
581,-10370.4033838481
582,-10284.6996999045
583,-10346.7739166012
584,-10365.3650170336
585,-10499.7337528864
586,-10217.0527481195
587,-10374.306363501
588,-10465.9650154033
589,-10453.9933461869
590,-10352.3004353625
591,-10257.3002541422
592,-10490.5867370264
593,-10300.4898240874
594,-10316.1871931582
595,-10345.5765035689
596,-10404.368863978
597,-10268.5068717383
598,-10226.3935789069
599,-10255.5580342265
600,-10296.1888449265
601,-10294.6455304668
602,-10428.2005992506
603,-10271.1528613539
604,-10384.5746391863
605,-10320.3128982853
606,-10265.1205062169
607,-10301.6360278508
608,-10340.6071941656
609,-10175.371657233
610,-10398.7533400202
611,-10284.534559789
612,-10134.7487001222
613,-10396.3189153561
614,-10395.3366388821
615,-10399.4307071799
616,-10422.4217636732
617,-10331.5468317122
618,-10377.5733150587
619,-10238.1210095745
620,-10144.6900047999
621,-10398.7916053604
622,-10253.9138987621
623,-10291.6642845581
624,-10427.8395196121
625,-10321.4471452744
626,-10235.9564819085
627,-10300.5464703447
628,-10409.3842871915
629,-10428.8002766096
630,-10284.8186761292
631,-10295.0752923618
632,-10243.6872727563
633,-10387.2846522544
634,-10262.7942162471
635,-10421.2888422557
636,-10467.0616457203
637,-10168.2088114982
638,-10312.0855246057
639,-10294.5334929033
640,-10290.2613453815
641,-10384.8312394399
642,-10322.7405330918
643,-10293.7204637059
644,-10409.1155384924
645,-10207.3412523798
646,-10232.0749019405
647,-10330.5319989208
648,-10261.4710120479
649,-10371.1435083642
650,-10351.3701220173
651,-10429.2683481895
652,-10428.0060678048
653,-10274.332962099
654,-10418.6898829098
655,-10216.7195381489
656,-10294.9853600799
657,-10250.3677469329
658,-10476.6707998609
659,-10348.5968341913
660,-10285.0197564219
661,-10295.8729225498
662,-10313.9947159429
663,-10267.6777768096
664,-10294.0785926988
665,-10293.7934556367
666,-10196.2691922663
667,-10282.1993896066
668,-10381.0607022605
669,-10384.1173807035
670,-10208.9906382693
671,-10409.8139666978
672,-10335.4976294275
673,-10246.0387109413
674,-10233.6790538566
675,-10193.7090067065
676,-10451.0128375723
677,-10316.6197519994
678,-10236.186905989
679,-10272.4080321501
680,-10297.5149021437
681,-10354.2178082618
682,-10263.8542314047
683,-10431.5211398203
684,-10174.2794651493
685,-10327.1112391221
686,-10390.8982458747
687,-10137.5240833165
688,-10405.9355242754
689,-10281.7167177295
690,-10247.0695080254
691,-10355.2371795345
692,-10205.7647140495
693,-10399.9970109832
694,-10158.2909306461
695,-10376.8594580841
696,-10372.2691522814
697,-10242.4971106544
698,-10488.6091772659
699,-10158.0845621583
700,-10318.9456712931
701,-10468.9693944639
702,-10452.5281751139
703,-10242.7846472356
704,-10315.6898264457
705,-10286.9217842778
706,-10353.2037954454
707,-10141.0299085605
708,-10258.5297187697
709,-10230.7800518358
710,-10344.1706595513
711,-10503.7742813558
712,-10360.4338061199
713,-10372.2562613968
714,-10282.126538332
715,-10431.7552451859
716,-10342.3400327303
717,-10324.0269765441
718,-10254.4724537367
719,-10474.5420867206
720,-10369.9618158953
721,-10422.0190143371
722,-10310.5777866423
723,-10348.1832757228
724,-10335.4277705512
725,-10237.53348999
726,-10292.7266223044
727,-10269.898614914
728,-10306.3020520769
729,-10234.8864132496
730,-10372.4696388061
731,-10281.3625502937
732,-10249.9693718645
733,-10299.5263497528
734,-10414.9307681329
735,-10456.5481932961
736,-10252.2645288651
737,-10303.4883223255
738,-10308.4519860825
739,-10201.4903764726
740,-10308.7660861557
741,-10390.671727436
742,-10410.4650704019
743,-10504.3560667943
744,-10367.2664038015
745,-10408.1095958359
746,-10288.2621945954
747,-10496.9363558355
748,-10293.3573763975
749,-10286.582351753
750,-10358.1877513598
751,-10276.9332052993
752,-10322.9065103047
753,-10413.3729967689
754,-10228.6833327458
755,-10231.6788065288
756,-10326.6901267764
757,-10355.6927543643
758,-10361.7704801303
759,-10201.5315411136
760,-10367.9473112364
761,-10285.5033156956
762,-10368.2127927892
763,-10327.808946764
764,-10293.3806182587
765,-10392.2184250253
766,-10281.0938706559
767,-10362.3875609034
768,-10236.1887390837
769,-10306.337749282
770,-10316.4342087973
771,-10446.3403442586
772,-10235.4401324803
773,-10315.0644667648
774,-10357.6048133849
775,-10261.669183958
776,-10378.3550427336
777,-10326.5667300552
778,-10447.5968226111
779,-10304.4976530652
780,-10322.9127284401
781,-10370.3051324963
782,-10266.1196316073
783,-10338.4534320769
784,-10467.9510005749
785,-10347.8354041199
786,-10317.1065395097
787,-10301.9105653765
788,-10283.8342843922
789,-10344.428704203
790,-10330.4100497928
791,-10378.855033541
792,-10355.6967703921
793,-10442.9879661609
794,-10352.785844484
795,-10448.6837013831
796,-10308.3079914449
797,-10418.4819828371
798,-10222.0782458716
799,-10339.8430578713
800,-10270.3674159736
801,-10419.6490352745
802,-10455.9874940739
803,-10305.2504401778
804,-10375.939038885
805,-10307.7142114368
806,-10391.0878827838
807,-10393.327438047
808,-10268.1260673839
809,-10121.2015734295
810,-10293.2241749608
811,-10325.5161254571
812,-10142.586065089
813,-10349.5364128887
814,-10352.2473486007
815,-10260.4522153066
816,-10273.8933909636
817,-10249.9552943278
818,-10290.3092816222
819,-10374.5461373971
820,-10223.7167955604
821,-10315.1678247461
822,-10277.8370704048
823,-10357.2726110653
824,-10302.7164138968
825,-10500.3213116684
826,-10369.2991056203
827,-10351.9369701061
828,-10470.8620875118
829,-10305.2094152416
830,-10306.8851290942
831,-10231.5359311123
832,-10266.4646018991
833,-10405.7331693562
834,-10365.1862353119
835,-10312.1766887654
836,-10368.1774317899
837,-10297.8577933932
838,-10340.8147882931
839,-10210.1376364924
840,-10260.8354326994
841,-10377.875511354
842,-10350.5623941705
843,-10238.5810571512
844,-10231.4856352427
845,-10271.4509701794
846,-10238.6450641975
847,-10221.3402844108
848,-10268.4990234497
849,-10247.8514023183
850,-10216.1327460401
851,-10285.9596948451
852,-10319.2653105391
853,-10198.1853560584
854,-10333.6726029902
855,-10409.981567683
856,-10474.5684282445
857,-10242.5673460626
858,-10231.0424898237
859,-10265.4116246529
860,-10161.1699152564
861,-10419.5206238052
862,-10238.2972777494
863,-10291.8138667295
864,-10283.4882666538
865,-10259.0018356689
866,-10256.073746999
867,-10300.8438235135
868,-10353.6424476695
869,-10348.5718422273
870,-10346.4593795536
871,-10291.3180335933
872,-10269.2966022534
873,-10331.849050418
874,-10368.6795884927
875,-10218.5224596539
876,-10269.1725625522
877,-10258.907967911
878,-10259.3508750287
879,-10397.1787352372
880,-10346.3597065898
881,-10298.4383228757
882,-10427.1563403671
883,-10332.3525591619
884,-10314.8530316573
885,-10365.662731938
886,-10238.9139979835
887,-10311.2502510935
888,-10346.6577015599
889,-10348.3706379863
890,-10341.9589720155
891,-10250.4422629229
892,-10280.4539755128
893,-10324.8838346331
894,-10372.2072262118
895,-10402.8941363743
896,-10315.6949302746
897,-10318.508149611
898,-10256.6181936506
899,-10282.9118159026
900,-10304.1949267219
901,-10379.6919257149
902,-10253.0333834131
903,-10306.9789350657
904,-10323.2705264174
905,-10389.47913825
906,-10226.1041119676
907,-10390.6374671825
908,-10284.0128105757
909,-10445.2885776602
910,-10263.6638258275
911,-10247.1937176395
912,-10289.9057653126
913,-10342.0809031975
914,-10345.544640769
915,-10407.5733885846
916,-10210.2263244086
917,-10349.6573782368
918,-10316.8471993773
919,-10329.6711837018
920,-10350.8696647864
921,-10432.0914527225
922,-10297.2231787085
923,-10333.9977607106
924,-10293.1606515213
925,-10340.9866986618
926,-10340.3273003978
927,-10381.5207045862
928,-10300.6178089898
929,-10376.4955398058
930,-10322.0686261347
931,-10154.2491088607
932,-10278.9214429865
933,-10296.0993416644
934,-10314.7460564064
935,-10170.1097143438
936,-10384.97928427
937,-10343.1983546152
938,-10213.346030471
939,-10330.8209610822
940,-10341.5321544562
941,-10329.144259883
942,-10255.2510647908
943,-10217.3535358157
944,-10320.2277222242
945,-10383.9723986002
946,-10418.0243957417
947,-10304.9158789928
948,-10319.1917741684
949,-10308.4797118786
950,-10219.5683864504
951,-10141.2137117381
952,-10407.2285759458
953,-10310.7299594191
954,-10365.9097371754
955,-10359.843863811
956,-10325.8964835791
957,-10446.246194035
958,-10395.7230975078
959,-10381.0571295904
960,-10285.8755170357
961,-10412.0080872933
962,-10384.636950519
963,-10481.1228849718
964,-10272.728008932
965,-10223.4579916153
966,-10381.7868997087
967,-10345.438967504
968,-10434.0704717244
969,-10329.4211275953
970,-10368.7141363659
971,-10393.1318499971
972,-10188.2605204649
973,-10283.958437599
974,-10355.7963679428
975,-10304.2610400686
976,-10381.9996551594
977,-10372.6324953714
978,-10377.138293096
979,-10313.5446582301
980,-10291.7764177333
981,-10193.4328179858
982,-10307.8934594451
983,-10384.3349267154
984,-10306.1734306876
985,-10397.1792067506
986,-10283.3484137492
987,-10236.4975211852
988,-10431.4056004887
989,-10233.9288938007
990,-10268.113729148
991,-10335.3858214668
992,-10378.4394143677
993,-10289.922693072
994,-10386.4968334169
995,-10262.791166301
996,-10114.4406916627
997,-10287.6353115571
998,-10236.4022080034
999,-10447.4469635672
1000,-10301.3105475027
1001,-10325.7878635418
1002,-10445.3636066675
1003,-10328.4146158885
1004,-10281.9449381852
1005,-10321.3893384683
1006,-10351.7780058841
1007,-10317.5113335167
1008,-10438.3628734346
1009,-10379.1357716988
1010,-10326.5618439859
1011,-10335.5555484265
1012,-10324.5930142337
1013,-10304.4955476687
1014,-10341.9357645989
1015,-10397.4998156741
1016,-10336.6046926341
1017,-10352.7017134932
1018,-10189.8283533884
1019,-10386.2067164785
1020,-10330.3789082407
1021,-10538.4658595912
1022,-10285.2386828233
1023,-10491.9236767686
1024,-10334.2424660146
1025,-10297.5614119873
1026,-10393.4469969338
1027,-10330.1156815396
1028,-10415.8251421693
1029,-10342.4916748938
1030,-10390.4864118102
1031,-10221.512541546
1032,-10417.6759779178
1033,-10298.3532766191
1034,-10224.4704671413
1035,-10336.299270374
1036,-10424.685984137
1037,-10279.5766555894
1038,-10249.9763873591
1039,-10467.1958840816
1040,-10394.5531922234
1041,-10346.6530802826
1042,-10318.9348372155
1043,-10264.6837821703
1044,-10323.9491172982
1045,-10300.9228335653
1046,-10329.3395948631
1047,-10259.8563267517
1048,-10250.0736657176
1049,-10297.9020886611
1050,-10387.166781665
1051,-10298.7138259038
1052,-10247.7054254705
1053,-10397.4057299046
1054,-10244.8014076458
1055,-10296.8342015862
1056,-10230.8522630287
1057,-10281.6038154632
1058,-10258.5764880481
1059,-10409.8711325762
1060,-10303.9984277378
1061,-10141.6635234169
1062,-10265.8679037009
1063,-10403.4114161778
1064,-10327.7602777262
1065,-10282.1247631959
1066,-10327.7392101134
1067,-10327.1410388724
1068,-10301.7263938115
1069,-10185.937582285
1070,-10321.513629504
1071,-10409.0063824865
1072,-10324.2113235113
1073,-10350.6720183022
1074,-10284.9011161722
1075,-10362.5582498926
1076,-10393.3263435502
1077,-10399.0519520657
1078,-10348.3295025742
1079,-10269.4741360101
1080,-10320.1541481289
1081,-10369.8872510185
1082,-10379.044785178
1083,-10229.5264554284
1084,-10361.4592628436
1085,-10266.6410275504
1086,-10459.2860791777
1087,-10198.7880646973
1088,-10296.7840266152
1089,-10398.6230396539
1090,-10436.2648034007
1091,-10438.6468581571
1092,-10236.2750220737
1093,-10367.064147187
1094,-10316.4580627894
1095,-10379.1605543381
1096,-10409.2653721157
1097,-10225.4314719633
1098,-10348.1114851705
1099,-10356.2550961588
1100,-10271.4286167095
1101,-10420.8556107323
1102,-10380.6024739276
1103,-10270.4154863919
1104,-10323.3476267948
1105,-10342.2593147436
1106,-10398.7167776453
1107,-10412.0264587809
1108,-10372.4032623174
1109,-10328.9963461943
1110,-10397.1540483129
1111,-10294.0642054788
1112,-10150.2203138682
1113,-10404.2115309643
1114,-10294.8981553141
1115,-10280.1737736957
1116,-10332.5012326085
1117,-10354.74529134
1118,-10245.1073027486
1119,-10260.3318928654
1120,-10357.1410332794
1121,-10283.247042115
1122,-10226.0785955704
1123,-10218.5468893934
1124,-10274.4042519699
1125,-10372.3312001314
1126,-10308.8380024056
1127,-10508.1331117776
1128,-10369.1392824154
1129,-10296.7159465056
1130,-10416.3231920845
1131,-10381.5491305987
1132,-10199.0922271764
1133,-10356.9763546127
1134,-10498.9067476382
1135,-10236.456780196
1136,-10303.6220917405
1137,-10372.3706210276
1138,-10202.669216148
1139,-10424.2508514024
1140,-10264.0562060527
1141,-10275.7815997981
1142,-10152.8004143022
1143,-10384.5555034491
1144,-10353.2008662996
1145,-10213.2582450022
1146,-10436.5148688139
1147,-10347.016536172
1148,-10348.1731908816
1149,-10315.4938485053
1150,-10310.5394590191
1151,-10224.195822017
1152,-10383.8466179
1153,-10236.2249559382
1154,-10223.2267973769
1155,-10306.4264364011
1156,-10398.4213004496
1157,-10394.7969720801
1158,-10379.9887399635
1159,-10347.2458443228
1160,-10313.9597933461
1161,-10385.8392460568
1162,-10417.4157040582
1163,-10348.1723527072
1164,-10264.8929432442
1165,-10377.6886462259
1166,-10264.5415044533
1167,-10318.2904452856
1168,-10196.0081036961
1169,-10373.1011841058
1170,-10322.7661186107
1171,-10180.0351602635
1172,-10382.8966477506
1173,-10298.3069392839
1174,-10397.2262338013
1175,-10349.342760851
1176,-10270.7448165064
1177,-10403.4447727652
1178,-10299.7601986793
1179,-10390.1083056082
1180,-10359.2723350329
1181,-10423.2150852356
1182,-10481.2476611716
1183,-10335.3154075749
1184,-10291.341961798
1185,-10317.5173604165
1186,-10352.1498486201
1187,-10358.2715668969
1188,-10302.3392191653
1189,-10227.5185045016
1190,-10363.5057813153
1191,-10437.2094077076
1192,-10219.1272528409
1193,-10344.5658383921
1194,-10526.6272554137
1195,-10379.9229029664
1196,-10305.8636275192
1197,-10318.7822337403
1198,-10460.6839203325
1199,-10251.0269699176
1200,-10281.4185228489
1201,-10308.5728344488
1202,-10341.256892101
1203,-10285.2027152091
1204,-10221.8733511486
1205,-10284.5059013346
1206,-10299.0849934725
1207,-10302.0051438987
1208,-10234.2669089946
1209,-10172.1769939998
1210,-10367.0444039559
1211,-10406.8717591865
1212,-10332.666762518
1213,-10170.3568844743
1214,-10210.2682271514
1215,-10310.3469601594
1216,-10368.1359684721
1217,-10379.3575164675
1218,-10340.3330416565
1219,-10399.2914939282
1220,-10346.8560088274
1221,-10311.1990729102
1222,-10395.1573351169
1223,-10280.0340981219
1224,-10281.6352727741
1225,-10179.7880687499
1226,-10273.1614075873
1227,-10347.5167277197
1228,-10428.7225847273
1229,-10259.1945726351
1230,-10303.4479830627
1231,-10334.2642076333
1232,-10255.2281404879
1233,-10249.1354528755
1234,-10426.20648991
1235,-10467.9980100252
1236,-10349.8930479093
1237,-10336.1583003415
1238,-10334.8882290138
1239,-10322.8257471529
1240,-10381.1897799097
1241,-10280.9591451751
1242,-10386.0736417863
1243,-10290.0982529269
1244,-10333.1968378327
1245,-10214.3042717419
1246,-10282.53993474
1247,-10275.0461919953
1248,-10352.5345804638
1249,-10476.5562205062
1250,-10264.8050283807
1251,-10264.6859509677
1252,-10295.8200991153
1253,-10427.0639988147
1254,-10537.405190893
1255,-10246.3458530367
1256,-10295.6898119743
1257,-10202.481413419
1258,-10357.033039674
