iteration,loglik
94,-9793.57940093294
95,-9568.21367224363
96,-9711.55059802715
97,-9772.19579139972
98,-9730.07272159352
99,-9731.39199242897
100,-9714.61854236094
101,-9794.5032669345
102,-9761.62761061479
103,-9769.08835135878
104,-9860.97453536824
105,-9763.0864727879
106,-9670.92839559998
107,-9738.47446826115
108,-9656.00669516768
109,-9519.82846047061
110,-9857.08965720513
111,-9710.27616504811
112,-9731.70938128179
113,-9755.6877743901
114,-9729.72988257111
115,-9697.52448030203
116,-9699.35055068047
117,-9767.20223330359
118,-9809.92836298859
119,-9801.58497099953
120,-9659.91003769597
121,-9696.20751215498
122,-9672.95808581458
123,-9633.16524163595
124,-9796.53789464309
125,-9732.30247393906
126,-9687.09572664411
127,-9715.73964041627
128,-9671.4593505586
129,-9736.34474589795
130,-9726.71486215439
131,-9763.6445480502
132,-9639.43924455212
133,-9638.76164199649
134,-9651.64231697602
135,-9660.76192706125
136,-9586.95205592922
137,-9756.24927293462
138,-9783.82289600239
139,-9704.33811947069
140,-9649.0413520927
141,-9728.6185027369
142,-9778.2040253007
143,-9759.4940146478
144,-9750.95068281835
145,-9709.60345739061
146,-9710.08664464485
147,-9622.12048780759
148,-9733.15113571216
149,-9718.87686143045
150,-9772.31288015899
151,-9727.34673447996
152,-9719.37875496991
153,-9707.18198634992
154,-9702.01259664827
155,-9699.57562068268
156,-9837.67888137659
157,-9644.36809402477
158,-9748.20684253943
159,-9691.83685148088
160,-9594.56339712731
161,-9819.30446955618
162,-9831.90325377194
163,-9811.59916230465
164,-9776.23345998927
165,-9654.82511289509
166,-9594.30992918306
167,-9680.75856594586
168,-9772.20092232052
169,-9723.52201621463
170,-9838.79799186855
171,-9775.10903760911
172,-9754.6874204952
173,-9638.38479644825
174,-9723.78328173122
175,-9719.3826334128
176,-9742.84896531556
177,-9808.51196860061
178,-9792.88344798237
179,-9708.36579845537
180,-9781.40918387694
181,-9643.31279067116
182,-9672.6162975632
183,-9686.65290809654
184,-9802.23958161035
185,-9740.15781211063
186,-9733.11551125273
187,-9598.73130580713
188,-9739.1685289777
189,-9714.34695956522
190,-9754.9254657598
191,-9788.81168159199
192,-9793.87393656868
193,-9733.1667279629
194,-9724.94383449916
195,-9770.40089924206
196,-9704.57908708582
197,-9657.62782691325
198,-9781.67788500677
199,-9726.46677406199
200,-9770.43866604116
201,-9736.95727928514
202,-9776.68323803029
203,-9777.25370072852
204,-9864.21999336724
205,-9706.78202422698
206,-9722.94050103502
207,-9834.21943003611
208,-9688.03781540158
209,-9695.17347915219
210,-9665.84784875632
211,-9718.10697751329
212,-9640.59489586653
213,-9531.13562562587
214,-9695.06391717317
215,-9830.476869436
216,-9765.50258053019
217,-9740.78519161019
218,-9741.80839979333
219,-9667.55869592491
220,-9775.66230054852
221,-9747.61583246872
222,-9752.60907301463
223,-9804.9365584525
224,-9697.46976186945
225,-9668.39131876613
226,-9915.42360065488
227,-9676.50562138515
228,-9790.27816690776
229,-9669.47789001758
230,-9784.55940015436
231,-9663.9325838723
232,-9788.49565798498
233,-9750.31926190632
234,-9626.772619537
235,-9909.86489477384
236,-9737.57740377086
237,-9757.44577647714
238,-9695.9609275575
239,-9792.86819008755
240,-9523.27039716063
241,-9754.44040620233
242,-9659.80195505456
243,-9608.83050033851
244,-9824.5121526861
245,-9810.94157792879
246,-9888.19180823759
247,-9703.76263060799
248,-9901.51580330003
249,-9738.82572215611
250,-9754.37503704929
251,-9636.19264188355
252,-9861.66147482414
253,-9728.15044274391
254,-9694.44410048125
255,-9731.01983475599
256,-9704.80001629834
257,-9650.49870386434
258,-9716.82873041908
259,-9699.92941594193
260,-9695.97322644667
261,-9902.24212068684
262,-9736.36324436035
263,-9643.73085108587
264,-9599.87925824455
265,-9726.49909262388
266,-9794.4272461042
267,-9769.89062736463
268,-9815.12489223061
269,-9647.16510816054
270,-9857.84253352944
271,-9683.1658100648
272,-9621.00907398668
273,-9833.26874959334
274,-9679.82909776999
275,-9758.29978291296
276,-9871.28015882917
277,-9777.45586141822
278,-9616.16959146266
279,-9752.70096876226
280,-9679.00531616262
281,-9799.6493158758
282,-9793.32301127791
283,-9725.64834640394
284,-9762.5545433095
285,-9686.53561604429
286,-9671.76930244336
287,-9687.21327371032
288,-9603.19782650408
289,-9549.17739952707
290,-9807.07216505767
291,-9764.76746856928
292,-9804.22110880673
293,-9710.88082746361
294,-9773.09563314993
295,-9837.32589657128
296,-9782.07902229341
297,-9634.31864519663
298,-9795.41377314683
299,-9540.30267591891
300,-9805.92049293812
301,-9649.17249638892
302,-9724.79095950138
303,-9731.3829611656
304,-9748.49981594046
305,-9759.64327954307
306,-9885.68311140248
307,-9772.01726982633
308,-9687.74788113229
309,-9740.39713903447
310,-9700.05355976621
311,-9732.14826246894
312,-9725.59003723789
313,-9641.83282697499
314,-9664.50937791876
315,-9690.30052147532
316,-9735.57912428748
317,-9715.58857578568
318,-9809.76389428506
319,-9715.60912764414
320,-9668.32280200024
321,-9769.26617213953
322,-9809.21877244506
323,-9843.92165375155
324,-9647.80222719863
325,-9598.51676704439
326,-9857.29857144687
327,-9778.41766483898
328,-9748.49668147715
329,-9846.90016235612
330,-9809.35220149026
331,-9783.01058957661
332,-9761.20844031401
333,-9801.57449987886
334,-9687.74579729988
335,-9867.27165062394
336,-9628.76907909745
337,-9691.33723755082
338,-9647.06886952888
339,-9863.43034974195
340,-9742.68630115867
341,-9726.56104492032
342,-9608.18656449998
343,-9651.3142148223
344,-9766.18299244878
345,-9925.74355736636
346,-9857.52511189761
347,-9817.16635137621
348,-9692.25706000212
349,-9612.34676398725
350,-9759.67158230376
351,-9750.40800288667
352,-9615.73109865317
353,-9715.66361828207
354,-9726.12762506781
355,-9619.4717502037
356,-9682.28396143187
357,-9766.0060780938
358,-9834.6443086604
359,-9770.06743095015
360,-9596.88363489023
361,-9866.86685818658
362,-9780.55833950696
363,-9724.4704262036
364,-9706.12339547327
365,-9767.48684276035
366,-9723.0582016836
367,-9732.44211992083
368,-9846.52674378391
369,-9606.2391121549
370,-9835.89056176565
371,-9634.39391671966
372,-9722.30429854402
373,-9724.64198482698
374,-9621.41737309635
375,-9701.9704559083
376,-9699.77746898218
377,-9686.13893746048
378,-9893.71789147462
379,-9723.78459805939
380,-9789.65826658009
381,-9726.04184551806
382,-9715.20785746975
383,-9819.52145448918
384,-9867.34719337104
385,-9721.87130868269
386,-9673.39355472837
387,-9722.49129127475
388,-9660.75477522999
389,-9698.51655783152
390,-9777.0082588549
391,-9590.46468748189
392,-9666.00157762503
393,-9738.00505350752
394,-9721.37000750157
395,-9661.86236285935
396,-9673.17757346931
397,-9785.33708013703
398,-9688.52713883761
399,-9771.60254190084
400,-9688.98884979352
401,-9947.01479530863
402,-9755.0492718811
403,-9640.98851412392
404,-9627.40661041413
405,-9647.85992363736
406,-9718.99243705158
407,-9747.09271369477
408,-9783.29313194071
409,-9814.02933896645
410,-9764.04016016862
411,-9771.25527097996
412,-9715.73533253406
413,-9882.10661994378
414,-9665.96154257101
415,-9793.80372943302
416,-9646.87784482289
417,-9744.64318914134
418,-9683.88787601738
419,-9725.9565973662
420,-9769.38506270896
421,-9720.41567048565
422,-9934.47767762098
423,-9794.66186856493
424,-9775.09049400964
425,-9738.45659588394
426,-9851.87587047726
427,-9683.70564392505
428,-9686.51521998559
429,-9689.96956517971
430,-9770.99657842472
431,-9734.33608007008
432,-9651.3300144497
433,-9781.63665315311
434,-9693.00297213396
435,-9742.59126201846
436,-9809.26772048526
437,-9740.05085540114
438,-9865.20275693846
439,-9705.9917765985
440,-9742.99307038797
441,-9687.71738712656
442,-9845.25956801249
443,-9685.78858039641
444,-9687.06129164113
445,-9743.08693400047
446,-9587.85668535118
447,-9825.34454600249
448,-9776.87253652756
449,-9673.40391568666
450,-9574.15376924853
451,-9628.58899662117
452,-9701.96489261774
453,-9639.69320144449
454,-9806.99926711256
455,-9825.71721434065
456,-9702.11895032083
457,-9731.38711232602
458,-9642.12957020585
459,-9860.18706514417
460,-9825.84721194263
461,-9725.58131885526
462,-9661.00802932834
463,-9899.81819893813
464,-9732.22477605682
465,-9775.21278388373
466,-9848.38104476594
467,-9708.82642769492
468,-9881.28207614681
469,-9713.91352048853
470,-9651.25194075843
471,-9740.30680538575
472,-9741.35512096999
473,-9700.15831704367
474,-9762.21760904712
475,-9830.38693670471
476,-9610.61970630255
477,-9713.81566123189
478,-9757.064925869
479,-9853.97714907373
480,-9892.64520749977
481,-9829.57977546669
482,-9731.55818281793
483,-9734.79116199986
484,-9688.79551120399
485,-9803.45685786407
486,-9658.83083271592
487,-9685.23903476248
488,-9691.34952235491
489,-9606.20440720107
490,-9780.23058833726
491,-9767.08042442479
492,-9710.90412250228
493,-9766.81183037518
494,-9832.99109726027
495,-9799.67861984789
496,-9650.41127612684
497,-9780.18621768866
498,-9742.14223394725
499,-9752.73154107787
500,-9816.80624365787
501,-9785.51684586689
502,-9790.62232987175
503,-9658.28514772773
504,-9770.55257979803
505,-9735.40601419284
506,-9805.06505399794
507,-9692.15119156078
508,-9851.10607595211
509,-9697.58714605297
510,-9805.67157958324
511,-9675.28865136625
512,-9743.15455226668
513,-9719.67854685402
514,-9806.4529906334
515,-9800.38261457388
516,-9877.36862238356
517,-9766.10356714828
518,-9723.39265710583
519,-9704.32054292528
520,-9747.66425525705
521,-9785.6318230346
522,-9705.51471143897
523,-9670.90583220953
524,-9837.89700520009
525,-9815.28009510836
526,-9770.33888731577
527,-9596.66647109268
528,-9810.65951451931
529,-9738.80263994614
530,-9687.70714419544
531,-9683.73799907809
532,-9737.09168297392
533,-9627.9782966181
534,-9871.04382143596
535,-9750.52486393247
536,-9708.5807467524
537,-9643.51307573027
538,-9750.24764072514
539,-9717.64579001285
540,-9742.78810333867
541,-9762.94320006151
542,-9842.69332816843
543,-9693.87506542673
544,-9788.98542937515
545,-9835.96129503741
546,-9794.07441997733
547,-9703.78358313781
548,-9798.28732230501
549,-9658.23756553301
550,-9721.01709435096
551,-9681.53827537721
552,-9634.44026342391
553,-9773.33275404579
554,-9801.83696572048
555,-9693.88797416578
556,-9951.43359130891
557,-9754.09129976444
558,-9823.44683696987
559,-9684.51886711328
560,-9728.39113351232
561,-9655.41376996946
562,-9794.46858974816
563,-9640.51723160836
564,-9683.51652439755
565,-9653.56760833836
566,-9780.81366146635
567,-9745.89764094866
568,-9754.76337074904
569,-9755.07711146013
570,-9770.65753608763
571,-9731.36333849482
572,-9765.99725055413
573,-9661.14811764693
574,-9795.45605559822
575,-9798.90904175686
576,-9796.49979310177
577,-9757.98549186458
578,-9673.59412981641
579,-9787.80754742356
580,-9642.45756075546
581,-9736.65596920828
582,-9839.66900111405
583,-9723.0889083691
584,-9794.64449711577
585,-9683.18714120192
586,-9830.63686492522
587,-9747.63444160499
588,-9742.25340469855
589,-9651.18381811228
590,-9676.0669637787
591,-9653.6626503326
592,-9728.05857928087
593,-9715.22075504627
594,-9696.28818044221
595,-9756.36626109381
596,-9724.55995355263
597,-9650.13808205065
598,-9674.46301730965
599,-9729.16942867021
600,-9701.46646545769
601,-9730.18560019048
602,-9782.60012926126
603,-9733.02172475069
604,-9734.39079807756
605,-9805.61038331397
606,-9838.84943408401
607,-9710.67525726442
608,-9772.47716294027
609,-9703.13823492147
610,-9668.04530180779
611,-9607.19531278568
612,-9757.39274522306
613,-9563.74621760201
614,-9783.37296966835
615,-9867.75580828315
616,-9767.0419495325
617,-9753.18725656308
618,-9602.63168936597
619,-9659.52706394338
620,-9671.95329344609
621,-9711.91768040584
622,-9679.06018558102
623,-9640.83486038058
624,-9684.68080293532
625,-9616.70165962476
626,-9735.10237632095
627,-9795.17653705378
628,-9787.75526621556
629,-9621.77524743914
630,-9595.29197875548
631,-9700.46710663623
632,-9649.77781670963
633,-9799.94872374816
634,-9717.64267201893
635,-9624.77240805285
636,-9818.07926640805
637,-9758.82925395155
638,-9783.232193618
639,-9691.7567245315
640,-9753.95126106336
641,-9707.59324503224
642,-9736.40189575342
643,-9616.02740583611
644,-9797.35212310887
645,-9668.19987425577
646,-9930.95290989847
647,-9822.2607937133
648,-9640.99181411109
649,-9797.51912257732
650,-9856.84690767597
651,-9616.44698581574
652,-9833.71662896552
653,-9641.12232479254
654,-9700.4183667403
655,-9669.95028948892
656,-9843.71624604451
657,-9787.74168469417
658,-9786.29641608917
659,-9736.3164617496
660,-9759.46955297396
661,-9695.62402660569
662,-9688.00427580202
663,-9664.19440846812
664,-9759.50596079949
665,-9713.21639104013
666,-9646.53433928028
667,-9622.75532757031
668,-9806.99579857132
669,-9789.70248295045
670,-9766.2969014232
671,-9815.39968430056
672,-9700.77935307337
673,-9707.01289164959
674,-9768.72738469234
675,-9723.33855290167
676,-9642.90568327593
677,-9739.06368401395
678,-9631.51569676513
679,-9716.29538434103
680,-9834.77454448334
681,-9780.58647766858
682,-9755.83550425562
683,-9772.8956926083
684,-9839.77648090723
685,-9689.02818179284
686,-9625.23769889224
687,-9685.93591362886
688,-9740.79838735343
689,-9669.11936673081
690,-9730.69842249947
691,-9824.34265261406
692,-9677.88688756584
693,-9782.53433214922
694,-9711.36992952324
695,-9728.83694540798
696,-9787.50346261427
697,-9713.16081235126
698,-9780.16139011693
699,-9875.93584319196
700,-9748.85275415692
701,-9797.27283428179
702,-9733.80272939185
703,-9749.73218060711
704,-9749.33603785939
705,-9722.84987083175
706,-9765.87252530254
707,-9810.73515247944
708,-9717.08724008747
709,-9695.09275375192
710,-9667.03961241065
711,-9644.84628093916
712,-9760.14502981996
713,-9777.87725037122
714,-9621.49427561386
715,-9836.60117419079
716,-9705.9745822266
717,-9729.59358060259
718,-9661.3282394363
719,-9697.83871746438
720,-9804.65536839431
721,-9602.77340146764
722,-9772.30960809878
723,-9682.17802714305
724,-9875.01845137375
725,-9786.34646950446
726,-9646.17176965843
727,-9700.27001572549
728,-9767.12150327291
729,-9709.61658709408
730,-9645.4722976468
731,-9541.00451863693
732,-9741.26523778046
733,-9804.99823694584
734,-9780.31049293289
735,-9742.44163916821
736,-9855.98527290884
737,-9736.83145384051
738,-9655.63883975878
739,-9906.18656463128
740,-9699.34184257512
741,-9647.03951955077
742,-9698.26409281387
743,-9806.34374404517
744,-9742.79198637485
745,-9674.64869313187
746,-9751.17396113059
747,-9729.96497792978
748,-9742.43519738067
749,-9525.12880171091
750,-9734.60414534429
751,-9718.93117643446
752,-9686.78418124289
753,-9719.04978071777
754,-9785.76352521817
755,-9655.86258019196
756,-9741.81995551729
757,-9857.24565648518
758,-9712.68139095207
759,-9693.31192520057
760,-9801.06582771106
761,-9774.28408057381
762,-9811.684419755
763,-9750.497530906
764,-9660.28353766293
765,-9752.99631377127
766,-9702.5587197401
767,-9687.99662809567
768,-9670.37327178489
769,-9739.62322140911
770,-9770.92211310731
771,-9909.41197105711
772,-9839.81219920536
773,-9748.23556546459
774,-9813.51698131468
775,-9800.95163899166
776,-9805.8384220469
777,-9729.06231025577
778,-9636.16078644181
779,-9764.05222381446
780,-9902.69280710836
781,-9807.14079476002
782,-9796.59474256221
783,-9822.48895476858
784,-9735.678990464
785,-9659.33744635108
786,-9695.66389123066
787,-9656.67275886754
788,-9714.12954751201
789,-9814.61530809534
790,-9739.76334360547
791,-9717.60159048002
792,-9734.85677927816
793,-9786.18882989414
794,-9751.27838943578
795,-9787.51157544593
796,-9664.99622140171
797,-9694.53371954416
798,-9649.94153585802
799,-9682.05824416843
800,-9748.14163901661
801,-9827.98882961314
802,-9670.82130345427
803,-9783.04296975753
804,-9773.72681353579
805,-9789.02906533437
806,-9609.33003465753
807,-9657.79589356244
808,-9838.04780122977
809,-9739.71343320349
810,-9770.92099150527
811,-9780.58940708048
812,-9887.50035601019
813,-9636.99716336432
814,-9793.47794255401
815,-9708.06804011204
816,-9797.88020459064
817,-9854.20818767068
818,-9755.55490107468
819,-9708.28340069681
820,-9728.86635233602
821,-9699.82832270834
822,-9705.36599834355
823,-9616.62216080565
824,-9674.20796998083
825,-9767.21827019684
826,-9851.31229343426
827,-9703.38552938272
828,-9794.92229764026
829,-9685.07839357473
830,-9765.36031732156
831,-9846.38773067697
832,-9722.68204622609
833,-9795.59009132991
834,-9767.70535484544
835,-9675.61412636214
836,-9753.46999972797
837,-9700.18727844375
838,-9723.48692447678
839,-9694.38785783033
840,-9658.82300549602
841,-9633.95514597965
842,-9726.82625116804
843,-9696.62934622378
844,-9599.19466752738
845,-9787.48677840661
846,-9674.10972516352
847,-9756.1756840206
848,-9672.179108343
849,-9670.29834840439
850,-9628.82255259492
851,-9752.29686201959
852,-9748.07703614227
853,-9652.94070831444
854,-9830.6314420706
855,-9509.33924894397
856,-9693.68178634796
857,-9687.3595746601
858,-9633.93091769246
859,-9803.97196411355
860,-9696.32597897445
861,-9805.56545483955
862,-9803.88633124013
863,-9707.71252375447
864,-9703.402469302
865,-9708.24298196881
866,-9709.17632045364
867,-9641.3351604074
868,-9846.52954463204
869,-9834.98988537826
870,-9784.97797443466
871,-9849.25516580027
872,-9652.22555118868
873,-9793.14559460813
874,-9785.72642515388
875,-9727.03533101755
876,-9743.55942236383
877,-9761.89209273005
878,-9707.06506221904
879,-9770.01560135522
880,-9745.47106032621
881,-9721.59686563482
882,-9770.11740186452
883,-9721.5637972935
884,-9815.80351404828
885,-9601.4207158475
886,-9779.24263716433
887,-9768.93448547282
888,-9840.43496169203
889,-9725.73333017663
890,-9898.4943660642
891,-9744.92729913067
892,-9669.70752715071
893,-9785.55132736344
894,-9751.69104747832
895,-9746.33031167855
896,-9571.28445861922
897,-9797.88142677296
898,-9661.12282258286
899,-9729.01290956689
900,-9794.77550616959
901,-9708.19545623565
902,-9587.99995070483
903,-9687.2265063717
904,-9805.31035666805
905,-9790.3556616509
906,-9810.23641707612
907,-9754.39683122534
908,-9729.85574188575
909,-9692.82949110355
910,-9783.55372586067
911,-9716.76730612625
912,-9758.64174468367
913,-9899.37851949992
914,-9619.78161502588
915,-9759.97746529766
916,-9850.236405983
917,-9687.67861636282
918,-9809.32358779828
919,-9800.43296190794
920,-9682.12040926293
921,-9767.02970950723
922,-9716.95879646185
923,-9853.71698706022
924,-9694.6413976122
925,-9770.19156119689
926,-9813.15810835821
927,-9830.31899064347
928,-9716.99657215776
929,-9615.42672950993
930,-9734.07742820746
931,-9700.63356394169
932,-9743.18534886059
933,-9757.65544518251
934,-9768.1777301397
935,-9609.80983805704
936,-9589.06472023144
937,-9771.27384301489
938,-9558.4786991576
939,-9720.35362437037
940,-9672.41999400938
941,-9660.72319261675
942,-9631.83655757524
943,-9726.98479405094
944,-9704.55459987198
945,-9672.18357367328
946,-9875.69554349187
947,-9667.95250027291
948,-9717.92522628987
949,-9792.07329038427
950,-9670.42633645054
951,-9777.59658350182
952,-9804.20009995261
953,-9711.76486686881
954,-9599.34098625805
955,-9694.93086352409
956,-9596.55042563896
957,-9732.93759533953
958,-9801.44615855289
959,-9798.69692206613
960,-9756.09500895043
961,-9892.11708269916
962,-9818.23302136925
963,-9785.4859326182
964,-9698.3943876561
965,-9743.02149202354
966,-9718.55246177836
967,-9731.41519945366
968,-9740.07260804203
969,-9689.33213764249
970,-9684.98081815539
971,-9765.21633949547
972,-9677.35497409233
973,-9727.11647646821
974,-9707.05418883578
975,-9742.57696382733
976,-9650.00378322769
977,-9792.06805106861
978,-9805.19696287557
979,-9743.98469799724
980,-9781.95929785682
981,-9745.68194270711
982,-9920.1274172183
983,-9829.17803227317
984,-9682.56856700034
985,-9742.15366699314
986,-9705.40646149047
987,-9582.43664256393
988,-9781.39670947957
989,-9702.59472488003
990,-9699.30335473085
991,-9783.7036622332
992,-9600.10430292494
993,-9716.77175346255
994,-9652.17220793489
995,-9770.79851427128
996,-9755.32753786154
997,-9922.56428395477
998,-9853.34482181121
999,-9762.89217851135
1000,-9818.45347719192
1001,-9816.5500371694
1002,-9630.79574845625
1003,-9855.68178841654
1004,-9661.9573031441
1005,-9696.39954468707
1006,-9651.45083586625
1007,-9843.76078261575
1008,-9781.99989091773
1009,-9741.92501120335
1010,-9745.86995032594
1011,-9717.1394047917
1012,-9706.58697720741
1013,-9836.6049067735
1014,-9694.76998920506
1015,-9700.39249566715
1016,-9583.85352656838
1017,-9736.8539972203
1018,-9717.12261058608
1019,-9753.68501972764
1020,-9760.88914434503
1021,-9648.03454292205
1022,-9674.85544719564
1023,-9631.11774684296
1024,-9713.28462400962
1025,-9696.66875454323
1026,-9778.40959282754
1027,-9591.23343073067
1028,-9731.65264569512
1029,-9870.47309567316
1030,-9728.23883903265
1031,-9780.74330700495
1032,-9724.1024763144
1033,-9798.95234838751
1034,-9875.10859437753
1035,-9836.08330066552
1036,-9771.09182555533
1037,-9627.59634846831
1038,-9838.86846845983
1039,-9778.13442482174
1040,-9658.10009106337
1041,-9639.28475548027
1042,-9821.26237102271
1043,-9722.58703924928
1044,-9761.31821372571
1045,-9767.52704279246
1046,-9838.22201220267
1047,-9821.5952966588
1048,-9758.17158821232
1049,-9651.69101237331
1050,-9710.32270555818
1051,-9698.12391594006
1052,-9649.42224752055
1053,-9763.03430124996
1054,-9613.61404201354
1055,-9710.29393477748
1056,-9691.2583361115
1057,-9818.18862663359
1058,-9752.18451099529
1059,-9613.87374729767
1060,-9660.29179411466
1061,-9833.67474991505
1062,-9823.65284848435
1063,-9761.56858317497
1064,-9911.45591680811
1065,-9641.04275472186
1066,-9826.23206989255
1067,-9767.30847885597
1068,-9769.74297046973
1069,-9659.26208789952
1070,-9739.57593755838
1071,-9752.44587035948
1072,-9619.00018751787
1073,-9614.65339749505
1074,-9745.04469145355
1075,-9648.80161942239
1076,-9809.62875188136
1077,-9827.29724357706
1078,-9712.59441665423
1079,-9799.40907695037
1080,-9823.17876212141
1081,-9612.48324219391
1082,-9704.76020260665
1083,-9804.96488165879
1084,-9743.91779606043
1085,-9763.49004280974
1086,-9547.19864393245
1087,-9661.89713650798
1088,-9649.25753189575
1089,-9774.13127497612
1090,-9729.80663363245
1091,-9856.54137861226
1092,-9720.4171989568
1093,-9672.77791649945
1094,-9818.77221056065
1095,-9711.22565305043
1096,-9685.57267475818
1097,-9746.08461121989
1098,-9730.01164955635
1099,-9832.44873608638
1100,-9622.07666064712
1101,-9648.42932586885
1102,-9846.96081681914
1103,-9632.55419506409
1104,-9824.92566431213
1105,-9711.50772631243
1106,-9732.32412482126
1107,-9616.5905542452
1108,-9758.71814873366
1109,-9786.72258684352
1110,-9623.54704161164
1111,-9776.27243169924
1112,-9740.58186005994
1113,-9694.71609590086
1114,-9821.87687876975
1115,-9612.49176830388
1116,-9665.75889992886
1117,-9614.40980340303
1118,-9712.26928763116
1119,-9632.88615192959
1120,-9856.11831812293
1121,-9787.87487837164
1122,-9641.6465479252
1123,-9766.98541454414
1124,-9675.08817065773
1125,-9603.88069233285
1126,-9741.51875885889
1127,-9670.5778483282
1128,-9747.22821061613
1129,-9675.29370519833
1130,-9703.78928721621
1131,-9671.32424793202
1132,-9740.47091404694
1133,-9711.40885700996
1134,-9773.49742376316
1135,-9743.33554602637
1136,-9831.29839140921
1137,-9593.31506934696
1138,-9783.93147428487
1139,-9891.8395272643
1140,-9723.73028152589
1141,-9790.17516861315
1142,-9675.44086089652
1143,-9669.61815875793
1144,-9814.48810605598
1145,-9782.17560198054
1146,-9677.54407929844
1147,-9842.62139359253
1148,-9675.31502683386
1149,-9630.90657223087
1150,-9733.47010787263
1151,-9721.69271122832
1152,-9649.93274374551
1153,-9635.0475184804
1154,-9699.35226518034
1155,-9669.00640055063
1156,-9818.63871626761
1157,-9800.67494295875
1158,-9688.33138183667
1159,-9857.51823840629
1160,-9710.36037268205
1161,-9785.06189135515
1162,-9724.54152076357
1163,-9648.06408716225
1164,-9675.21103389556
1165,-9729.0967579835
1166,-9666.50304191296
1167,-9733.85472779691
1168,-9715.85352974743
1169,-9847.17300589361
1170,-9612.86219183234
1171,-9687.61977163093
1172,-9784.92923548724
1173,-9778.72120897896
1174,-9801.03657044205
1175,-9842.55564092798
1176,-9572.99386853757
1177,-9736.62169188481
1178,-9725.14574655747
1179,-9740.90469469637
1180,-9663.15871987741
1181,-9757.29026088541
1182,-9706.52574461925
1183,-9625.59802790787
1184,-9676.48973373501
1185,-9691.18171481735
1186,-9870.23984074196
1187,-9600.71207166492
1188,-9630.44854920471
1189,-9734.49953231079
1190,-9769.32709650706
1191,-9669.86644469782
1192,-9746.7386363925
1193,-9704.54749973275
1194,-9696.63940862121
1195,-9742.29207452838
1196,-9618.30437133507
1197,-9783.52717805219
1198,-9781.10943011793
1199,-9771.28791586663
1200,-9776.98568352047
1201,-9676.70491826815
1202,-9725.27237169708
1203,-9686.27136728385
1204,-9743.26821744338
1205,-9840.22849870346
1206,-9745.24529581689
1207,-9712.29769737236
1208,-9728.17912393009
1209,-9858.35712542575
1210,-9687.30914810555
1211,-9669.15780196735
1212,-9701.24282707045
1213,-9713.22625458737
1214,-9747.73944922359
1215,-9767.94577180495
1216,-9739.75352682618
1217,-9638.1370036323
1218,-9864.10438438573
1219,-9726.70439950742
1220,-9834.12117164765
1221,-9824.46928582391
1222,-9669.5562212905
1223,-9675.4725506019
1224,-9664.66826003102
1225,-9757.89905701986
1226,-9755.51340018397
1227,-9655.23955302428
1228,-9671.66656978239
1229,-9776.84599110708
1230,-9658.30057704646
1231,-9575.27936000351
1232,-9831.76758190934
1233,-9756.65340882889
1234,-9759.193032131
1235,-9751.74225616198
1236,-9663.96892529841
1237,-9740.32039490666
1238,-9787.10100072408
1239,-9556.60133811799
1240,-9722.12325676471
1241,-9685.785688663
1242,-9796.07502055461
1243,-9800.62595855062
1244,-9848.58989547871
1245,-9699.10791165359
1246,-9862.10218127359
1247,-9868.86026676406
1248,-9831.09634203084
1249,-9685.54681168626
