cluster,n,cor_success_reappraisal_effect,cor_success_emotion_generation,cor_emotionreact_emotion_generation
1,176,0.0785550322219741,0.115134368931333,0.0982793576758309
2,176,-0.0696379551407553,-0.0113468632796682,-0.0437281536028198
