dataset,subject,roi_id,source_system,emotion_generation,reappraisal_effect,look_neu_base,look_neg_base,reg_neg_base,look_negative_minus_neutral,regulate_negative_minus_look_negative
AHAB,178,25,common_appraisal,0.420607223667948,0.388266413525094,-0.241185286437851,0.179421937230098,0.567688350755192,0.420607223667948,0.388266413525094
AHAB,178,26,common_appraisal,-0.299387706060706,0.234459674592652,0.603518220646711,0.304130514586004,0.538590189178657,-0.299387706060706,0.234459674592652
AHAB,178,27,common_appraisal,0.325799397171945,-0.086924928779182,0.890590688994753,1.2163900861667,1.12946515738752,0.325799397171945,-0.086924928779182
AHAB,178,28,common_appraisal,0.00687856228217821,-0.026834351433949,0.600230828594332,0.60710939087651,0.580275039442561,0.00687856228217821,-0.026834351433949
AHAB,178,29,common_appraisal,0,0,0,0,0,0,0
AHAB,178,30,common_appraisal,0.00044411411575274,4.91072584507683e-05,8.11074050518365e-05,0.000525221520804576,0.000574328779255344,0.00044411411575274,4.91072584507683e-05
AHAB,178,31,non_modifiable_emotion,0.331763288399724,-0.00113709438189219,-0.375139652138935,-0.0433763637392116,-0.0445134581211038,0.331763288399724,-0.00113709438189219
AHAB,178,32,non_modifiable_emotion,0.272623751917291,0.0594732847813893,-0.526767610644259,-0.254143858726968,-0.194670573945579,0.272623751917291,0.0594732847813893
AHAB,178,33,non_modifiable_emotion,0.0912116711019447,0.0622765558568896,0.0403079721802349,0.13151964328218,0.193796199139069,0.0912116711019447,0.0622765558568896
AHAB,178,34,non_modifiable_emotion,-0.0666803627975321,0.310587080156178,0.00997649010253724,-0.0567038726949949,0.253883207461183,-0.0666803627975321,0.310587080156178
AHAB,178,35,non_modifiable_emotion,0.390462194899878,0.211006681855407,-0.466065894121364,-0.0756036992214861,0.135402982633921,0.390462194899878,0.211006681855407
AHAB,178,36,non_modifiable_emotion,0.775266660584344,-0.268593466944165,-1.60135708914863,-0.826090428564284,-1.09468389550845,0.775266660584344,-0.268593466944165
AHAB,178,37,non_modifiable_emotion,0.0394487837526004,0.170306775075863,-0.381331357459655,-0.341882573707054,-0.171575798631192,0.0394487837526004,0.170306775075863
AHAB,178,38,non_modifiable_emotion,0.142852358747105,0.114005292246112,-0.299231676967869,-0.156379318220765,-0.042374025974653,0.142852358747105,0.114005292246112
