tag,available_features,missing_features,skipped_features,note
AHAB,emotion_generation_mean;emotion_generation_sd;emotion_generation_t;emotion_generation_signed_logbf;emotion_generation_p_gt0;emotion_generation_p_lt0;emotion_generation_p_rope;reappraisal_effect_mean;reappraisal_effect_sd;reappraisal_effect_t;reappraisal_effect_signed_logbf;reappraisal_effect_p_gt0;reappraisal_effect_p_lt0;reappraisal_effect_p_rope;look_neutral_base_mean;look_negative_base_mean;regulate_negative_base_mean;look_negative_minus_neutral_mean;regulate_negative_minus_look_negative_mean,"","",Continuous ROI-level features are standardized into z_* columns for downstream Route B interpretation and improved-method analyses.
