k,model_family,kept_draws,mean_loglik,n_roi_units,n_subject_feature_rows,n_parameters_approx,aic_approx,bic_approx,bic_roi_approx,mean_membership_entropy,n_pointwise_units,elpd_waic,p_waic,waic,elpd_loo,p_loo,looic,pareto_k_max,pareto_k_bad,loo_method,requested_K,occupied_K,effective_K,terminal_cluster_count,empty_cluster_count,minimum_cluster_size,maximum_cluster_size,mean_max_posterior,mean_max_posterior_probability,stable_080_fraction,stable_090_fraction,uncertain_060_fraction,interpretable_cluster_fraction,cluster_size_balance,effect_strength_score,mean_coclustering_entropy,coclustering_sharpness,confident_pair_fraction,delta_bic,delta_aic,delta_waic,delta_looic,model_performance_score,assignment_stability_score,coclustering_score,interpretability_score,overall_score,overall_recommended_K,is_lowest_bic
6,Bayesian hierarchical ROI mixture clustering,2000,-10323.8106355106,61,10736,89,20825.6212710212,21473.662120491,21013.4890449326,0.0425106036315301,61,-10520.8569956001,351.984753569266,21041.7139912001,-10489.4015377776,320.529295746807,20978.8030755552,3.0484825794665,20,psis_loo,6,2,1,2,4,3,58,0.974688524590164,0.974688524590164,0.950819672131147,0.950819672131147,0.0491803278688525,1,0.0517241379310345,0.967249023805837,-1.11022302462516e-15,1,1,561.286506586752,124.405035034062,12.1775381070074,21.7490910777524,0,0.966730890175001,1,0.686179307593864,0.54460961868283,FALSE,FALSE
