cluster,dataset,subject,emotion_generation,reappraisal_effect,look_neg_base,reg_neg_base
1,PIP,1,0.169753877465385,0.089015999659416,0.240321800863816,0.329337800523232
1,PIP,2,0.0876125677017954,0.0155183863513145,0.402737226525009,0.418255612876324
1,PIP,3,0.105123301262427,-0.0615828739608551,0.278448026005727,0.216865152044872
1,PIP,4,-0.0107825110639732,0.0508877182788251,-0.0672416690308504,-0.0163539507520253
1,PIP,5,0.0211450317027577,0.0507239581471131,0.136772804228214,0.187496762375327
1,PIP,6,0.178020666619596,0.0397337154705185,0.242756485476029,0.282490200946547
1,PIP,7,-0.0268384962805543,0.0106034027088174,0.41836083968379,0.428964242392607
1,PIP,8,0.0654795800303378,0.0923519952465894,0.233282286198199,0.325634281444788
1,PIP,9,0.0870669352510226,-0.0154134154737461,0.208594344267107,0.193180928793361
1,PIP,10,0.157739768981996,-0.0879489183892538,0.115495051363167,0.0275461329739129
1,PIP,11,0.201679361137411,0.0292100607968906,0.58173679383528,0.610946854632171
1,PIP,12,0.105450921315654,0.0762865421621171,0.488775656611937,0.565062198774054
1,PIP,13,0.0735637284395669,0.0858069041200949,0.123360818277821,0.209167722397915
1,PIP,14,0.101091578554354,0.132109210991425,0.145557307797213,0.277666518788639
1,PIP,15,0.06321278581046,0.0827529014380079,0.217431688940074,0.300184590378082
1,PIP,16,0.0355959495265398,0.120223628258494,0.3754985187526,0.495722147011094
1,PIP,17,0.0728229386931112,-0.0721035844999459,0.256314502727049,0.184210918227103
1,PIP,18,-0.0483223420789743,0.0140340527039855,0.0220500992451105,0.0360841519490959
1,PIP,19,-0.0354776742648282,0.159865847623064,-0.000662532968830615,0.159203314654233
1,PIP,20,0.0404844191250448,0.165996766448412,-0.0171801602402027,0.14881660620821
1,PIP,21,0.258215126286425,-0.164947135200998,0.382941124639971,0.217993989438972
1,PIP,22,0.140541661312603,0.0457734505049861,0.395361840725966,0.441135291230952
1,PIP,23,0.0684375675772752,0.140628775474079,0.359568260873929,0.500197036348008
1,PIP,24,0.0819120689670843,-0.0552810440784694,0.373455388414476,0.318174344336007
1,PIP,25,-0.0123771939697926,-0.0156340183267547,0.235856084051465,0.220222065724711
1,PIP,26,0.0457687069239409,0.0920771954324981,0.234974493728882,0.32705168916138
1,PIP,27,0.240483044414456,-0.12035709947802,-0.105758870814598,-0.226115970292618
1,PIP,28,-0.0677367804775165,-0.0276087221199196,0.0893241572467224,0.0617154351268028
1,PIP,29,0.058399299597111,0.0377871182271372,0.408569041213179,0.446356159440317
1,PIP,30,0.0816001706323953,0.153373980070993,0.206830490986017,0.36020447105701
1,PIP,31,0.00707692504984307,-0.0140294597891801,0.290236353720782,0.276206893931602
1,PIP,32,0.295309805734346,0.130682513906194,0.332891371909983,0.463573885816178
1,PIP,33,0.0532337358452438,-0.0801848534625269,0.223708328341647,0.14352347487912
1,PIP,34,0.188453544610745,0.0988872586513037,0.623311920377602,0.722199179028906
1,PIP,35,0.256680556236513,-0.0938706264439965,0.949865401948191,0.855994775504195
1,PIP,36,-0.0785518452786357,0.162589544952587,0.273286068140486,0.435875613093072
1,PIP,37,0.134900747914654,0.0742678380056677,0.310659320378154,0.384927158383822
1,PIP,38,0.146815274517557,0.292304142063256,0.782008758489175,1.07431290055243
1,PIP,39,0.0969500651858746,-0.0293463284194828,0.269617269143424,0.240270940723941
1,PIP,40,0.0679272061477686,0.127760388726047,0.00402570630684421,0.131786095032892
1,PIP,41,0.256982367111012,-0.104347728530312,0.422129749511778,0.317782020981466
1,PIP,42,0.115951799205324,0.101386801827625,0.662152247044543,0.763539048872168
1,PIP,43,0.20056337869986,0.0563462202471256,0.0558059333941122,0.112152153641238
1,PIP,44,-0.0603011797387542,0.161379260787558,0.241284304260951,0.402663565048509
1,PIP,45,0.0202963291024841,0.0667788442554217,0.145150200135104,0.211929044390526
1,PIP,46,0.0789665477616676,0.0213087718260921,0.487177493738079,0.508486265564171
1,PIP,47,0.0518219666945577,0.00331184817754065,0.39954124811905,0.402853096296591
1,PIP,48,0.108376449438023,0.0871897215399975,0.123464598004875,0.210654319544872
1,PIP,49,0.0922179973643523,0.121455904381849,0.194508787319387,0.315964691701236
1,PIP,50,0.0820135578654437,0.0736329198249384,0.225973732512825,0.299606652337763
1,PIP,51,0.103749693342041,0.0775209108484163,0.591909734709734,0.66943064555815
1,PIP,52,0.270623336677141,-0.0363122026944423,0.377044509625271,0.340732306930829
1,PIP,53,0.217123898686159,-0.00290538467661504,0.32888237579836,0.325976991121745
1,PIP,54,0.166743274937503,0.00173709672572255,0.179715367743875,0.181452464469597
1,PIP,55,-0.0912662867348117,0.253910205680995,0.310060059613899,0.563970265294894
1,PIP,56,-0.0999610247036744,-0.0633821326614528,0.0385714321580906,-0.0248107005033622
1,PIP,57,0.0119997916953005,0.170295362110552,0.239747314994492,0.410042677105043
1,PIP,58,-0.0313600601177723,-0.0350891543971978,0.204831419580752,0.169742265183554
1,PIP,59,0.192102265042259,0.0325156692662394,0.494954406737564,0.527470076003803
1,PIP,60,0.23680525882437,-0.0639719824201634,0.317163403205138,0.253191420784974
1,PIP,61,0.0558388410292303,0.102538929387236,0.0541594182087978,0.156698347596034
1,PIP,62,0.0846336677890121,0.0290473506610594,0.347236129408207,0.376283480069267
1,PIP,63,0.20912454397333,-0.0652359598691269,0.176753771926578,0.111517812057451
1,PIP,64,0.0834299970012354,0.103465630962952,0.428171585757989,0.53163721672094
1,PIP,65,0.0608111327322167,-0.050566206636579,0.200930183099212,0.150363976462633
1,PIP,66,0.0640787668638764,0.00349497769323165,0.658925447034087,0.662420424727319
1,PIP,67,0.039779500962732,-0.0909901095824817,0.161857608006044,0.0708674984235621
1,PIP,68,0.159721550997673,-0.0203347270374917,0.256311059621071,0.235976332583579
1,PIP,69,0.319924329549343,-0.123730963267888,0.435837555071952,0.312106591804064
1,PIP,70,-0.10757869947642,0.165782488042775,-0.187430218664624,-0.021647730621849
1,PIP,71,0.461129068005694,-0.00640343572594367,0.361678706440105,0.355275270714162
1,PIP,72,0.354287778886917,-0.24546377153537,0.792755665279567,0.547291893744196
1,PIP,73,0.0610342336971003,0.0597272213460013,0.0595461448102983,0.1192733661563
1,PIP,74,0.187946665840319,0.0505892223321706,0.504581254142481,0.555170476474651
1,PIP,75,0.223167288190417,0.028991981377442,0.361792774457614,0.390784755835056
1,PIP,76,0.228091457890837,0.0332248459676102,0.3086935061866,0.34191835215421
1,PIP,77,0.0377101290227506,-0.217905770014499,-0.0644655854468111,-0.28237135546131
1,PIP,78,0.00174135195575095,0.0353567937278731,-0.00769183943677228,0.0276649542911008
1,PIP,79,0.328197874611636,-0.0362212578500947,0.531289852842618,0.495068594992524
1,PIP,80,0.032190286017029,-0.059412230963705,0.275696098595322,0.216283867631617
1,PIP,81,0.0296757393878656,0.0574643290487547,-0.000138166160041818,0.0573261628887129
1,PIP,82,0.1278808975391,-0.0899730688202063,0.381986100449012,0.292013031628805
1,PIP,83,-0.325575799436985,0.168515593599286,-0.146546838034754,0.021968755564532
1,PIP,84,0.00398259477013611,0.0469240624469238,0.262585744959587,0.309509807406511
1,PIP,85,0.0370197061111043,0.0314079883625699,0.469727123586172,0.501135111948742
1,PIP,86,0.0662361288847324,0.17252723459824,0.16384138543747,0.336368620035709
1,PIP,87,-0.128047629004776,0.438998008853063,-0.225871060938793,0.21312694791427
1,PIP,88,0.134848065847463,0.176692282432472,-0.0409955732938708,0.135696709138601
1,PIP,89,0.235645859952447,0.0348319632153772,0.406501714463575,0.441333677678952
1,PIP,90,-0.00206144230932215,0.23229981366652,0.268807801344973,0.501107615011493
1,PIP,91,0.0351362002369664,-0.0271840370923724,0.114529359021596,0.0873453219292236
1,PIP,92,0.0197416254428031,0.0367197969830544,0.3164590990836,0.353178896066654
1,PIP,93,0.0370658405822583,0.0978503252900676,0.262972992527556,0.360823317817624
1,PIP,94,-0.0472632759933754,0.00403734679925533,0.785969338534894,0.790006685334149
1,PIP,95,0.0681765013503697,0.070771855707749,0.405828446857167,0.476600302564916
1,PIP,96,0.209563409593708,0.0811844246458817,0.360259632951614,0.441444057597496
1,PIP,97,0.139792992751633,-0.0299866315458398,0.33725959470721,0.30727296316137
1,PIP,98,0.0988214025576075,0.0443025782832881,0.54398073200688,0.588283310290168
1,PIP,99,0.177919914482657,-0.0121924546745364,0.527547112201567,0.515354657527031
1,PIP,100,-0.00705037369107976,0.259957259858366,0.298522962137031,0.558480221995398
1,PIP,101,0.395734689995695,-0.197246944624763,1.00199629855527,0.804749353930505
1,PIP,102,0.0406584484545592,0.0113651249110465,0.395616569527968,0.406981694439015
1,PIP,103,0.0490374132760111,0.0322805662645274,0.449916949617712,0.48219751588224
1,PIP,104,0.122855181646066,0.10474729734339,0.343720837382144,0.448468134725534
1,PIP,105,0.103756103041436,0.0914412886777516,0.436302000840558,0.52774328951831
1,PIP,106,-0.0506543545927551,-0.00177859960232366,-0.0109841424086074,-0.012762742010931
1,PIP,107,-0.0721027626676172,0.0733530364020539,0.207120254397703,0.280473290799757
1,PIP,108,0.255250415776794,0.131340027875051,0.535409522493927,0.666749550368979
1,PIP,109,0.0722002829561941,0.040138079945483,0.451947675298877,0.49208575524436
1,PIP,110,0.181590463349344,0.00115636541277248,0.290047972434903,0.291204337847676
1,PIP,111,0.0708719798671785,0.146390832105896,0.210605028541875,0.356995860647771
1,PIP,112,-0.0126470206486731,0.021024987954156,0.275266702220215,0.296291690174371
1,PIP,113,0.0824655060362321,-0.00873358441930311,0.514300100341301,0.505566515921997
1,PIP,114,0.179619967642803,0.0090065201987643,0.534038043731043,0.543044563929808
1,PIP,115,0.147630708094792,-0.160055060415304,0.181694720869094,0.0216396604537893
1,PIP,116,0.0824233597449757,-0.094955341295845,0.660004570343428,0.565049229047583
1,PIP,117,-0.086749295605671,0.198043619084767,0.316603667320101,0.514647286404868
1,PIP,118,0.0329708177722665,0.113150437731168,0.186317461557716,0.299467899288885
1,PIP,119,0.175112296711914,0.103777064024813,0.499759130760583,0.603536194785395
1,PIP,120,0.209498979279854,-0.0766303620789928,0.824065618466703,0.74743525638771
1,PIP,121,-0.06222848540566,0.14810307766758,0.430887122958302,0.578990200625882
1,PIP,122,0.190372119055698,-0.119043731525767,0.40578331512532,0.286739583599552
1,PIP,123,-0.0200216614663578,0.165755399808547,-0.257101038197879,-0.0913456383893317
1,PIP,124,0.0568455086929242,-0.0273060700568393,0.280010624426899,0.252704554370059
1,PIP,125,0.171213280441476,0.0790849740842631,0.432112942484395,0.511197916568658
1,PIP,126,-0.0756051754751517,0.0780316602390232,0.239503672858557,0.31753533309758
1,PIP,127,0.103709311749972,0.0224791238702196,0.234235636332441,0.25671476020266
1,PIP,128,0.0901403720509961,0.0619394827619401,0.18384690321246,0.2457863859744
1,PIP,129,-0.0694219778968644,0.104801974669742,0.156000650477031,0.260802625146773
1,PIP,130,-0.173604740907859,0.300006070853557,0.503711774379069,0.803717845232626
1,PIP,131,0.127757789585731,-0.167554622767341,0.251046333842602,0.0834917110752606
1,PIP,132,0.301678108288264,0.0128270532588886,0.626151149711856,0.638978202970744
1,PIP,133,-0.251933666598993,0.248241643103405,0.398748406037901,0.646990049141306
1,PIP,134,0.152228532875816,-7.36874169307011e-05,0.510757231413006,0.510683543996076
1,PIP,135,0.109994911084143,0.034672991134671,0.555097202550914,0.589770193685585
1,PIP,136,0.106217104917485,0.0105830052910018,0.330286950398099,0.340869955689101
1,PIP,137,-0.102123167424391,-0.00267890991844067,0.0738183933630432,0.0711394834446026
1,PIP,138,-0.0690877066747965,0.153787592751327,0.121369940253541,0.275157533004868
1,PIP,139,-0.0889663038569469,0.0834275843729886,-0.16201662710801,-0.0785890427350211
1,PIP,140,0.12313555894832,-0.0428864651719308,0.512141308531894,0.469254843359963
1,PIP,141,0.249637959997383,-0.0713355383062349,0.229713452711727,0.158377914405492
1,PIP,142,0.112064069945485,-0.0480468964136392,0.219209751494336,0.171162855080697
1,PIP,143,0.0139316665664154,0.0445198635668077,0.0997607275156845,0.144280591082492
1,PIP,144,0.0930639331512271,-0.0536520467617663,0.650354179647125,0.596702132885359
1,PIP,145,-0.0659427299364254,0.179335166194105,0.0346334742270427,0.213968640421148
1,PIP,146,-0.0842147983139286,0.0309741492040348,0.249380437147768,0.280354586351803
1,PIP,147,0.0538192552866591,0.0069391314983832,0.282599159576927,0.28953829107531
1,PIP,148,-0.00615256185111306,-0.0450478383828239,0.11208782814891,0.0670399897660864
1,PIP,149,0.0473009156778667,-0.1706476185598,0.219159685900768,0.0485120673409679
1,PIP,150,0.0303215395811808,0.035358920558118,0.353823743341067,0.389182663899185
1,PIP,151,0.0183469433733812,0.0854504184116683,0.105883632885555,0.191334051297224
1,PIP,152,0.0233503003571419,0.0919435861374532,0.48113515583184,0.573078741969293
1,PIP,153,0.156848751355006,-0.11895821764324,0.279354885948887,0.160396668305647
1,PIP,154,0.329183463772213,-0.133458397109848,0.423902069476255,0.290443672366407
1,PIP,155,0.221076773878831,-0.00334593372221074,0.593205339471226,0.589859405749015
1,PIP,156,0.159904139750267,-0.00158237291960311,0.203516754473343,0.20193438155374
1,PIP,157,-0.107660312156464,0.0975239140872812,0.106752534688171,0.204276448775452
1,PIP,158,0.0675261150102653,0.0910760561434682,0.332451070298923,0.423527126442392
1,PIP,159,0.110849728458648,-0.0348545910195474,0.522716015522433,0.487861424502885
1,PIP,160,-0.100868994735423,0.251370561878425,-0.242655341150194,0.00871522072823137
1,PIP,161,0.124625042362698,0.274172818043256,0.159931758634835,0.434104576678091
1,PIP,162,0.233656095271404,-0.00942587188074123,0.387211744917783,0.377785873037041
1,PIP,163,0.2452016402767,-0.103530840737626,0.758464633750626,0.654933793013001
1,PIP,164,0.202202477677504,0.0383298684987274,0.624002673008888,0.662332541507615
1,PIP,165,0.206982230555991,0.15308872115622,0.608774259446371,0.761862980602592
1,PIP,166,0.0691551907714594,0.130894448381979,0.0126431252785914,0.14353757366057
1,PIP,167,0.12089413696485,-0.0420934931820497,0.649800504341107,0.607707011159057
1,PIP,168,0.108454127044416,-0.0672638973428817,0.0111003145701482,-0.0561635827727334
1,PIP,169,0.12683232799121,-0.0300461352187123,0.369907609176797,0.339861473958085
1,PIP,170,-0.0307175724648643,0.0538458535282419,-0.0495015675322847,0.00434428599595722
1,PIP,171,0.121247671053699,0.118058726966493,0.132454294008333,0.250513020974826
1,PIP,172,-0.0904135982581263,0.250244601354366,-0.154486617256823,0.0957579840975429
1,PIP,173,0.15360703585027,0.0751860856490751,0.357453845963578,0.432639931612653
1,PIP,174,0.0223883587536543,-0.0423708755333724,0.214704712394502,0.17233383686113
1,PIP,175,0.173393869412274,0.117260548168515,0.152653080782438,0.269913628950953
1,PIP,176,0.321829397966918,0.0277004793495586,0.413246142696654,0.440946622046212
