match_id,tag1,cluster_tag1,tag2,cluster_tag2,dice,jaccard,intersection_voxels,a_voxels,b_voxels,shared_roi.x,roi_tag1,roi_tag2,shared_roi.y,consensus_voxels,consensus_nifti
1,AHAB,2,PIP,1,0.925416190876856,0.861185682326622,30796,32022,34534,57,58,58,57,30796,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/route_B_bottomup_mcmc/outputs/dataset_comparison/AHAB_PIP/nifti/m01_AHAB02_PIP01.nii.gz
2,AHAB,1,PIP,2,0.686021505376344,0.522094926350246,5423,9161,6649,2,3,3,2,5423,C:/Users/81575/Desktop/vscode_box/emoreg_project_annotation_copy_2026-06-26/01_R_project/emoreg_R_original_reproduction_and_bottomup_mcmc/route_B_bottomup_mcmc/outputs/dataset_comparison/AHAB_PIP/nifti/m02_AHAB01_PIP02.nii.gz
