tag1,tag2,n_common_roi,adjusted_rand_index,normalized_mutual_info,mean_max_posterior_tag1,mean_max_posterior_tag2,entropy_tag1,entropy_tag2
AHAB,PIP,61,0.625291520906213,0.41803659623108,1,1,0.196094659620905,0.196094659620905
